given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B,match
aidan,fysh,165.0,must circuit,yarrum,forest hill,2132,vic,19330404.0,1070728,aidan,fysh,165.0,must circuit,yarrumf,forest hill,2132,vic,19330404.0,1070728,1
pearson,weidenhofer,17.0,carruthers street,villa 147 henry kendall bayside,annandale,3850,nsw,19650218.0,8701573,pearson,mesecke,17.0,carruthers street,villa 147 henry kendall bayside,glendlae,3850,nsw,19650218.0,8701573,1
lachlan-john,snelling,20.0,summerville crescent,harvic,maldon,3206,vic,19660114.0,7931741,lachlan,godfrey,45.0,lienhop street,sorretno,lalor,2350,sa,19080429.0,9107241,0
thomas,bullock,5.0,mccawley street,yarrabin,oakleigh,2448,nsw,19260922.0,2517453,thomas,macphail,33.0,rose scott circuit,glen ayre,stuart,4000,vic,19021218.0,6364936,0
emiily,binns,24.0,howell place,sec 142 hd rounsevell,ryde,2627,wa,19941108.0,8919080,emiily,excell,10.0,druittplace,tharlane,salisbury,3478,vic,19390713.0,5109979,0
joshua,seddon,1.0,murranji street,parkridge villa,slacks creek,2650,qld,19090214.0,3661114,joshua,milalr,4.0,chowne street,lirambenda,springield,2088,qld,19410825.0,6371427,0
noah,scott-jackson,38.0,kosciusko avenue,upper flat,punchbowl,4306,nsw,19811218.0,2859455,noah,flatman,13.0,mawalan street,northoburne,frankston,5049,vic,19790808.0,6564082,0
matthew,,29.0,forbes street,locn 7560,botany,3019,nsw,19291107.0,9737703,matthew,frew,23.0,bindels treet,ascot park,bunbury,2234,qld,19330523.0,2214288,0
kaitlin,matthews,45.0,grote place,recreation camp,clifton,2024,vic,19960612.0,7208315,kaitlin,matthews,45.0,grote plmace,recreat ion camp,clifton,2024,vic,19960612.0,7208315,1
,clarke,6.0,barangaroo street,apt 8g,blacktown,2615,nsw,19240224.0,6718271,,whishaw,25.0,roseberyhill,ashcroft crescent,vaucluse,4607,nsw,19070127.0,3381395,0
brianna,waterston,8.0,monaro crescent,parraweena,hoppers crossing,2168,nsw,19571109.0,4074359,brianna,blake,44.0,coranderrk street,,gosford east,2902,nsw,19450710.0,9837624,0
molly,clapham,25.0,thring place,watamurra,orbost,3305,nsw,19621123.0,7549694,molly,clapham,25.0,watamurra,thring place,orbost,3305,nsw,19621123.0,7549694,1
daniel,mcard,34.0,maccallum circuit,westwood homestead,homebush,2619,nsw,19920927.0,2550366,daniel,ballantyne,137.0,howitt street,timberscombe,noble patk,4014,qle,19601102.0,3529680,0
,campton,31.0,kennewell place,palms lodge,coolbellup,4171,nsw,19030416.0,2809212,,goode,23.0,cane place,cukbone,manly bale,2602,vic,19840402.0,7430736,0
isobel,burnell,4.0,heidelberg street,cinema centre bldg,stretton,5680,vic,19900603.0,1027213,isobel,burnell,4.0,heidelb erg street,cinema cdntre bldg,stretton,5680,vic,19900603.0,1027213,1
isabella,buchhorn,28.0,officer crescent,,oaklands park,5043,vic,19930522.0,7645759,isabella,bucyhhorn,,rosetta village,officer crescent,oaklands park,5034,vic,19930522.0,7645759,1
,lund,109.0,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902.0,7074690,,green,48.0,spowers cricuit,,labrador,5063,nsw,19421213.0,8321036,0
,lodge,634.0,companion crescent,argyle,ballina,2161,nsw,19020407.0,1555679,,noble,5.0,belgravia estate,carnegie crescent,glenwoyod,5119,vic,19120724.0,8141708,0
,ebert,96.0,rapanea street,pangani,,6061,nsw,19310909.0,9105802,,thredgold,32.0,rivers street,oakdale ranch,mooloolaba,4715,vic,19250525.0,2372485,0
connor,arda,35.0,fenner street,summervale,south melbourne,2530,wa,19750417.0,9721130,lachlan,shephaerd,1.0,grainger circuit,willandra,adaminaby,7250,nsw,19080122.0,3139543,0
emiily,wilson-wheeler,1.0,woolcock street,willandra,taree,2477,qld,19610625.0,8119451,emiily,gruener,34.0,jarma nplace,girrahween homestead,kaloraa,3003,vic,19780128.0,4299404,0
,tiller,12.0,colebatch place,brentwood vlge,jesmond,3163,vic,19800720.0,9020997,,teag ue,38.0,emily bulcock crescent,locn 341,caulfidld,2041,nsw,19900523.0,1754920,0
finlay,coffey,3.0,summerland circuit,,auburn,3216,tas,19001106.0,5825057,finlay,,3.0,summerland circuit,,auburn,3216,tas,19001106.0,5825057,1
hannah,valentini,5.0,rymill place,mayo,east maitland,4615,nsw,19490216.0,2488395,hannah,valengmini,5.0,rymill place,mayo,east maitland,4615,nsw,19490216.0,2488395,1
deakin,shadbolt,8.0,julia flynn avenue,allunga,alice springs,3550,sa,19270523.0,8908609,logan,goldsworthy,21.0,florentine circuit,settlers hills,ashfield,2751,nsw,19160117.0,8867229,0
,riding,336.0,kallara close,unt 2,altona north,2177,qld,19320604.0,7712618,,portlock,27.0,lightfoot crescent,linton,frenchs forest,5037,nsw,19330619.0,6392001,0
erin,buttrose,487.0,greeves street,aprt 22,clarkson,5172,vic,19810203.0,5640265,erin,buttrose,,greeves street,aprt 22,clarkson,5172,vic,19810203.0,5640265,1
keegan,stubbs,30.0,sellwood street,transvaal,westmeadows,4870,nsw,19650506.0,9736949,keegan,berry,28.0,hattersley court,gundamain,corrimql east,3073,qld,19230913.0,8103633,0
georgia,simmonds,16.0,hurley street,iowanna,mittagong,2100,nsw,19230413.0,5714719,georgia,petersen,20.0,temperley s treet,tieve tara,toowong,3715,qld,19700324.0,4385775,0
matthew,ryan,17.0,darwinia terrace,swinton,acacia ridge,4214,nsw,19510905.0,4210560,abbey,crisci,23.0,gorge creekorchards,spence place,cygnet river,7030,,19890327.0,7400712,0
emiily,sariago,13.0,boobialla street,the meadows,clareville,2229,qld,19740226.0,5576047,emiily,sarifao,13.0,boobialla street,the meadows,clareville,2229,qld,19740226.0,5576047,1
chloe,radinger,5.0,chandler street,namarva station,hawthorn,2614,vic,19120808.0,8644024,chloe,ryan,5.0,lambrig g treet,eldeslee vlge,eastwood,4371,,19570622.0,2578857,0
thomas,mcauslan,14.0,truganini place,,bongaree,5046,nt,19801028.0,8944611,thomas,rielly,47.0,norman fish er circuit,cressbr ook,valley view,4211,nsw,19720118.0,6802659,0
james,reid,30.0,snodgrass crescent,diablo,belmont,2261,qld,19790129.0,2073967,james,,,fihelly street,leumezah,woodville north,2155,vic,19081030.0,5908468,0
caleb,miotto,6.0,besant street,shadell,bayswater,3033,sa,19610729.0,6597548,caleb,dabinet,30.0,springfields farms,rodway tsreet,mount ommaney,3133,qld,19040620.0,2071263,0
ruby,purdon,356.0,downward place,st columbus retirement centre,forrestfield,2617,qld,19020131.0,8807072,ruby,clarke,368.0,jackie howe crescent,parklands ivllage,bundabjerg,2030,nsw,19250903.0,9905791,0
jack,carbone,55.0,wrenfordsley place,,moura,2038,vic,19710726.0,1202844,jack,ryah,109.0,lampard gircuit,bega flats,lennox head,2230,nsw,19690724.0,4124424,0
jack,rulfs,10.0,suttor street,huongold,mossman,3889,qld,19260612.0,6246735,jack,morrison,10.0,leahyclose,the w illows,edensor park,3068,qld,19480822.0,1000754,0
william,hare,10.0,steffanoni circuit,benbullen lowline stud,ranelagh,3148,nsw,19260501.0,1891847,william,stanley,10.0,benbullen lowline stud,steffanoni circuit,ranelagh,3148,nsw,19260501.0,1891847,1
lachlan,rees,25.0,darwinia terrace,moline village,ulverstone,3162,vic,19131017.0,1414477,lachlan-john,snelling,20.0,summerville crescent,,maldon,3206,vic,19660114.0,7931741,0
emiily,lowry,31.0,chaseling street,wonba,ingleburn,2193,nsw,19940616.0,9820630,emiily,scheel,12.0,cuscaden cfrescent,hopeview,jamboree neights,4816,vic,19521013.0,4479715,0
finn,kazimir,472.0,belconnen way,redwood lodge,mackay north,2502,sa,19880315.0,6526812,finn,kazmiir,472.0,belconnen way,,mackay north,2502,sa,19880315.0,6526812,1
samantha,spong,9.0,currong street,westgate,vale park,2090,sa,19500508.0,4742050,samantha,bellon,21.0,rosenthal street,anzac house (cnr ar cher s street,beaconsfield upper,3099,vic,19661212.0,1850361,0
jack,lowe,12.0,lambert street,belongame,lavington,6415,vic,19091212.0,6247312,jack,andvrae,7.0,clelandojstreet,mundine30 km,cherrybrook,6025,vic,19260626.0,3267222,0
max,white,220.0,braund place,aprt 59,ferndale,3337,qld,19110220.0,5718630,max,whte,220.0,braund place,aprth 5e9,ferndale,3337,qld,19110220.0,5718630,1
,sherriff,97.0,rischbieth crescent,berkeley vlge,macquarie fields,4152,nsw,19510502.0,1541627,,hindmarch,12.0,clisby close,florina park,bondi junction,4043,nsw,19140616.0,9203492,0
,berry,276.0,victoria street,coorabil,bayswater,3166,nsw,19250620.0,3866668,lauren,hainke,2.0,la perouse street,rhode isladn resort,old erowal bay,4550,qld,19040319.0,8687104,0
dylan,covino,63.0,mcgowan place,pine creek rubyvale,camden south,2280,wa,19880205.0,9610572,dylan,gillard,22.0,ryrie street,lithgo wvale,corryong,5152,nsw,19410128.0,6232488,0
charlotte,coffey,5.0,hallen close,thurlimbah,ringwood,2560,,19741217.0,9493726,charlotte,ryan,28.0,monaro crescent,shiilah,fig tree pocket,2538,vic,19590825.0,3609154,0
brooke,rabbitt,46.0,cockcroft avenue,swanleigh,coolum beach,6110,wa,19080421.0,6122971,brooke,rabbitt,46.0,cockcroft avenue,swalneigh,coolum bdach,6110,wa,19080421.0,6122971,1
carla,hofhuis,7.0,mcculloch street,wytaliba,south brisbane,4066,nsw,19660816.0,3472110,carla,hofhuis,7.0,mcculloch street,wytal bia,south brisbane,4066,nsw,19660816.0,3472110,1
hannah,insley,4.0,wanganeen avenue,plumpton park,drysdale,3199,vic,19921024.0,3031015,hannah,insley,4.0,wanganeen avenue,plumptonpark,drysdale,3199,vic,19921024.0,3031015,1
,gilbertson,5.0,goodwin street,court units,ethelton,2193,qld,19020904.0,2879807,,allard,26.0,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011.0,9472794,0
,farrimond,57.0,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111.0,3876047,,maier,36.0,,pine view,rydd,4070,nsw,19020410.0,4418189,0
matthew,goldsworthy,5.0,karuah street,,cabramatta,5554,wa,19771013.0,5645462,matthew,bernry,560.0,westbury circuit,,north qard,5082,qld,19820813.0,7825135,0
william,doman,7.0,copland drive,grandview,adamstown,2325,vic,19810208.0,5779269,william,stanley,10.0,benbullen lowline stud,steffanoni circuit,ranelagh,3148,nsw,19260501.0,1891847,0
beau,dallas,19.0,lange place,,blakeview,872,vic,19581021.0,2569822,beau,dallas,19.0,lange place,,blakeview,827,vic,19581021.0,2569822,1
jasmine,blake,7.0,mugga way,mannibadar,east fremantle,5008,vic,19531120.0,3831376,harrison,whibte,58.0,morant circuit,,highton,4118,qld,19310706.0,6806350,0
michael,stagoll,,tyson street,bypass road,cleveland,3150,nsw,19190521.0,3941516,michael,degasoeri,43.0,rushbrook circuit,lyndake,hamilton north,2282,vic,19951012.0,2192076,0
shane,milburn,4.0,topp place,north nowra shopping centre,gunalda,2257,vic,19300311.0,7717125,shane,clayfon,4.0,topp place,north nowra shopping centre,gunaldaa,2257,vic,19300311.0,7717125,1
,ryan,480.0,britten-jones drive,yulgilbah,roxburgh park,7054,nsw,19610512.0,6344786,,camp,28.0,sharwood crescent,,laverton,2153,vic,,8240507,0
abbey,simmonds,13.0,greenvale street,haven court,aspley,4069,qld,19141205.0,2403689,cameron,lavis,2.0,albermarl place,dananbulla,glenwood,6442,vic,19410723.0,5700120,0
,binns,90.0,plummer street,toowoomba,hoppers crossing,2026,sa,19011227.0,4137992,,charman,753.0,embling tsreet,ameila,sheidow park,6168,nsw,19330313.0,1161308,0
daniel,mason,9.0,derrington crescent,el pedro caravan park,sunnybank,4305,vic,19500705.0,5525378,daniel,maspn,9.0,derrington crescent,el pedro caravan park,sunnybank,4350,vic,19500705.0,5525378,1
georgia,demetriou,17.0,canberra avenue,glen brae,ballina,3871,nsw,19200828.0,1391870,georgia,kouba,1.0,gay place,new chum,east lan uceston,4169,nsw,19830526.0,8748935,0
lachlan,ryan,51.0,totterdell street,roseglen,dalby,3168,qld,19480724.0,7284475,lachlan,shephaerd,1.0,grainger circuit,willandra,adaminaby,7250,nsw,19080122.0,3139543,0
jenna,neumann,22.0,percy crescent,,lennox head,5043,qld,19821024.0,7587719,jenna,neumann,22.0,percy cresscent,,lennox head,5043,qld,19821024.0,7587719,1
madison,white,58.0,morant circuit,,highton,4118,qld,19920901.0,6806350,madison,cannell,2.0,seabornplace,tara palms,north hobart,6030,vic,19251217.0,4366054,0
caitlin,harjanta,5.0,darling street,,wantirna,4404,act,19340210.0,4039838,caitlin,gatward,6.0,pokana circuit,cerbrus,thornlie,2810,nws,19790927.0,1186199,0
tiarna,cannell,685.0,deacon close,,wooli,2287,wa,19020305.0,6547713,tiarna,cannell,685.0,deacon close,,fishingupoint,2287,wa,19020305.0,6547713,1
talena,blackwell,,onkaparinga crescent,,elsternwick,4702,wa,19230602.0,5796259,talena,blackwell,,onkaparinga cfescent,,elsternwick,4702,wa,19230602.0,5796259,1
,clarke,14.0,,rowethorpe,newcastle,2220,vic,19670314.0,9542197,,webb,168.0,booroondara street,the willows,lakes entrance,3179,vic,19911219.0,6504336,0
tiarna,burghof,1.0,,delmar,keysborough,2550,vic,19911125.0,8808422,thoonen,makayla,119.0,tullaroop street,rosetta village,byford,3977,vic,19750818.0,1423820,0
samantha,mccracken,162.0,shackleton circuit,old purrawunda,westbrook,6020,nsw,19730929.0,3197473,samantha,mccracken,162.0,shackleton circuit,old pur rawunda,westbrook,6020,nsw,19730929.0,3197473,1
isabella,petrikowski,4.0,mcbryde crescent,beaumont hills,loganlea,4034,nsw,19900210.0,2493367,isabella,elferih,61.0,moore steet,bangor lodge,dural,3044,vic,,4582565,0
blake,steed,17.0,chirnside circuit,rosetta village,balwyn north,2731,qld,19880408.0,3748565,blake,purdvon,1.0,beauchamp street,francis chambers,maida vale,3153,sa,19510318.0,1098632,0
karla,wilkins,66.0,clifford crescent,talgarth,oatlands,2323,nt,19590520.0,3511629,karla,wilins,66.0,clifford cerscent,talgarth,oatlands,2323,nt,19590520.0,3511629,1
,dixon,4.0,tytherleigh street,bulga wine estates,singleton heights,2097,nsw,19040831.0,8170333,,lock,4.0,tauss place,argyle,woodcroft,2028,sa,19130105.0,6312603,0
connor,tromp,8.0,eildon place,willtarny,east maitland,4740,qld,19280129.0,8096262,connor,tromp,8.0,eildonplace,willtarny,east maitland,7440,qld,19280129.0,8096262,1
caitlyn,campbell,39.0,amagula avenue,delvawood,coolum beach,3714,qld,19930612.0,3516962,caitlyn,campbell,39.0,amagula kavenue,delvasood,coolum beach,3714,qld,19930612.0,3516962,1
bryce,laverty,3.0,dobinson place,weddinview,woombye,3162,nsw,19950921.0,8513947,bryce,laverty,3.0,dobinson place,weddinvkiew,woombye,3162,nsw,19950921.0,8513947,1
joshua,sherriff,159.0,cosgrove street,sun city resort,bligh park,2035,qld,,6454105,joshua,raward,26.0,yambina cerscent,thorndale,macgrdgor,4718,qld,,9086686,0
emiily,nguyen,215.0,lelta place,yanalah,nowra,4179,qld,19091124.0,2809085,emiily,lock,14.0,collins place,pipersgriver,oakleigh,6064,nsw,19350628.0,6850395,0
joshua,webb,1.0,perry drive,shire clerk,greenwood,2583,wa,19411204.0,7883180,joshua,quinzi,15.0,bagster place,arabian stud kelkette park,edgecliff,4670,vic,19338008.0,4918400,0
abbey,coleman,26.0,ebenezer street,the lodge,,2540,nsw,19100116.0,5514906,abbey,coleman,26.0,ebenezer street,the lodge,toprak,2540,nsw,19100116.0,5514906,1
griffin,webb,545.0,oliver street,,shoal point,4511,vic,19140703.0,9124566,griffin,webb,545.0,oliver street,,warranboo,4511,vic,19140703.0,9124566,1
robert,etherington,23.0,caley crescent,locn 217,emerald,2250,vic,19140926.0,3623767,hugh,bartel,11.0,brewster place,blue hills,bakers creek,4069,nsw,19370522.0,7516697,0
ruby,donaldson,42.0,,glenbrook orchard,appin,2035,tas,19141014.0,3742981,ruby,mason,24.0,cruikshank street,yammacoona,tarragindi,5606,vic,19090627.0,4941274,0
,reid,11.0,alt crescent,green lagoon,camp hill,6026,vic,19671214.0,5483640,,mercorella,16.0,emery street,yarrambah,kununurra,2048,qld,19541031.0,6022838,0
lachlan,nguyen,70.0,bushby close,locheil,wilson,5046,nsw,19660926.0,4360586,lachlan,ryan,51.0,totterdell street,roseglen,dalhy,3168,qld,19480724.0,7284475,0
fergus,clarke,14.0,o'rourke street,bobblegigbie,casula,2213,vic,19380302.0,1449123,fergus,ryan,238.0,percy croscent,mariner views,birminghma gardens,2148,nsw,19021227.0,4783232,0
,whishaw,25.0,ashcroft crescent,rosebery hill,vaucluse,4670,nsw,19751021.0,3381395,,durbridge,64.0,macarthur avenue,little pddocks,albury,4680,nsw,19820308.0,4922810,0
,clarke,14.0,,rowethorpe,newcastle,2220,vic,19670314.0,9542197,,gibb,59.0,weavell place,st vincents hospital,tawonga south,2119,nsw,19490606.0,8704563,0
emiily,kutschki,1.0,ebden street,colleton,elwood,2425,nsw,19451004.0,3187789,emiily,kutschki,,ebden street,colleton,elwood,2425,nsw,19451004.0,3187789,1
jack,coleman,7.0,cumming place,rio rita caravn park,dandenong north,6026,sa,19560223.0,9860608,jack,dunnicliff,63.0,tristania street,legacy vlge,sale,2248,vic,19760618.0,8513207,0
fraser,hebberman,28.0,henderson street,kalinda park,cowra,3429,qld,19900809.0,9636276,fraser,miles,8.0,bungonias treet,hartley st school,kardinya,3728,vic,19390405.0,8206238,0
matthew,green,57.0,howitt street,,,4740,wa,19861119.0,3767916,matthew,bernry,560.0,westbury circuit,,north qard,5082,qld,19820813.0,7825135,0
sam,reid,333.0,leahy close,lavender farm,cabramatta,2291,vic,19961213.0,1592375,barnaby,godfrey,18.0,hopegood place,ostesr,brighton,5086,nsw,19461029.0,9137216,0
cooper,fitzpatrick,94.0,owen dixon drive,,collie,2525,nsw,19870622.0,1736085,alana,weluk,,cade place,locn 5940,crestmiad,7006,nsw,19150308.0,5179887,0
thomas,macphail,33.0,rose scott circuit,glen ayre,maryborough,4000,vic,19021218.0,6364936,thomas,moulton,26.0,buckley circuit,,north synney,2260,qld,19550604.0,1286659,0
hudson,chandler,86.0,campbell street,lazy acres,whittington,4570,sa,19950220.0,8352621,hudson,chadoer,86.0,campbellstreet,lazy acres,ingl ewood,4570,sa,19950220.0,8352621,1
caitlin,leslie,24.0,eyre street,retirement village,worongary,2830,nsw,19420102.0,1257356,caitlin,white,174.0,collyburlc rescent,,kurwongbah,2456,nsw,19431207.0,2627787,0
noah,nguyen,8.0,carroll street,locn 10045,eastwood,7053,sa,19101127.0,2142666,noah,painter,50.0,kingscote crescent,tewantinplaza,drillham,4650,vic,19590501.0,2779286,0
zali,white,89.0,blackman crescent,glenairne,bundaberg,6280,wa,19020311.0,7291149,zali,mcgregor,25.0,goulburn street,,richlands,4307,,19490225.0,9800116,0
,lowry,150.0,syron place,wirong,,4066,vic,19880923.0,8557384,,mccarthy,313.0,biggs place,john flynn medical centre,highett,5086,nsw,19431221.0,1133389,0
chelsea,blackwell,37.0,grounds crescent,c/o post office,emerald,4210,sa,19390203.0,6074956,chelsea,blackwell,37.0,grounds crescent,c/o post o ffice,emerald,4210,sa,19390203.0,6074956,1
isabella,orme,125.0,officer crescent,,sandgate,2190,nsw,19471012.0,5078419,isabella,matthews,48.0,,corporate house,armidale,6061,qld,19060809.0,1255415,0
oliver,howie,28.0,hazel smith crescent,cala sona,paralowie,2120,vic,19510822.0,1204980,oliver,pimershofer,23.0,betts place,moondaook,pakenham,3104,nsw,19431226.0,4369551,0
taliah,armanini,23.0,lind close,telebang station,matraville,4021,vic,19210204.0,4931434,taliah,armanini,23.0,lind close,telebangstation,matraville,4071,vic,19210204.0,4931434,1
,alias,24.0,elkington street,pangani,isle of capri,2145,sa,19650429.0,8261472,,longman,10.0,wassell place,glenarthur,coffs harbour,812,qld,19390813.0,7175344,0
samantha,bereza,52.0,waddell place,shaudell,piney range,6026,vic,19420813.0,7631947,samantha,coady,5.0,michie dtreet,tallaranie,minlaton,5024,vic,19951116.0,5201652,0
benjamin,kapioldassis,199.0,farrelly close,texas station,goodwood,3197,nsw,19860801.0,6377421,benjamin,goldsworthy,2.0,forbes treet,wdgee otreet,tarragindi,2606,vic,19540317.0,6447881,0
,beattie,56.0,howchin place,,mount isa,3912,vic,19980913.0,3509530,,dudgeon,11.0,cockcroft avenue,manor park,joondalup,3040,nsw,19740328.0,7423497,0
,ryan,17.0,nelson place,toowoomba,croydon north,860,,19610701.0,2369541,,della-veede,113.0,rivett street,glen eden,figtree,2660,vic,19010271.0,8895395,0
charlotte,needham,46.0,wattle street,courallie,colo vale,3161,sa,19890118.0,2377987,charlotte,heuston,92.0,wayal place,memorial hospital,cremorhe,2619,vic,19970428.0,9940785,0
emma,frencham,175.0,hayball place,,punchbowl,4018,qld,19170628.0,2070987,emma,frencham,157.0,hayball place,,punchbowl,4018,qld,19170628.0,2070987,1
lucy,satterley,32.0,gill street,nepean shores,buninyong,4226,sa,19660516.0,9616924,lucy,millar,,duffy street,burtons lookout,wyoming,2325,sa,19171121.0,3254520,0
connor,petrillo,46.0,roebuck street,oakdale,boronia heights,7051,vic,19400425.0,8000924,,clarke,117.0,hurley street,weemilah,tallebugdera,4021,vic,19010403.0,4822857,0
michael,chigros,8.0,beasley street,gypsum pit,murrumbateman,3930,vic,19380317.0,5018010,michael,sei,49.0,spain place,heritage est,carine,3802,tas,19520914.0,7908615,0
holly,glennon,8.0,ballumbir street,summervale,glengowrie,4124,wa,19490518.0,6635323,holly,spratt,8.0,spafford crescent,,st clair,3337,nsw,19130210.0,9895857,0
emiily,rundle,112.0,tarago place,fiveways,brookvale,2122,nsw,19461226.0,2419260,emiily,green,31.0,applgelen,julius street,mount colah,2290,vic,19310530.0,7373124,0
,lodge,9.0,forbes street,glen alvie rsd,birkdale,5118,nsw,19691225.0,7105186,,lungershausen,28.0,hilder sreet,morayfieldexchange,redbank plains,4350,nsw,19431008.0,3687513,0
jessica,robson,337.0,marcus clarke street,macarthur,vermont,3429,nsw,19790719.0,6293706,jessica,robson,337.0,marcus clarke street,macar thur,vermont,3429,nsw,19790719.0,6293706,1
,finlay,14.0,castleton crescent,killuke,bundaberg,4670,wa,19600319.0,1709445,,papageorgiou,22.0,wisdom place,,smithfiel dplains,2350,nsw,19070623.0,4609754,0
catherine,gawthrop,16.0,westbury circuit,black snake creek,arundel,3162,qld,19151003.0,3517894,catherine,david,109.0,ijong street,nedl yn,mallacoota,2316,qld,19620212.0,1973270,0
simon,clarke,21.0,verdon street,antanoff' south,warracknabeal,2777,vic,19630730.0,1009287,simon,clarke,21.0,verdonstsreet,antanoff' south,warracknabeal,2777,vic,19630730.0,1009287,1
emiily,miels,3.0,dartnell street,murrawarra,woodgate,7310,tas,19280417.0,6959390,emiily,perduns,19.0,wilkins street,yenda unts,broken nill,3124,nsw,19990108.0,5105163,0
mia,garrigan,53.0,michie street,westholme,armidale,3178,nsw,19700522.0,6416070,mia,white,6.0,theodore street,calaltobta,haddon,2905,nsw,19640403.0,5969084,0
caleb,campbell,3.0,port jackson circuit,port 363v,spencer park,3084,vic,19020505.0,9476622,caleb,feeney,2.0,barringer street,holmeleigh,bright on,3165,vic,19071029.0,1440128,0
kalli,froscio,23.0,fergusson crescent,wirruna,manyana,6530,wa,19680403.0,3617186,kalli,froscio,23.0,fergusson drescent,wirruna,manyama,6530,wa,19680403.0,3617186,1
,webb,,degraves crescent,marriott downs,maryborough,6151,nsw,19130715.0,5325666,,mounc,92.0,symers street,donald coburn lodg,ferryden park,2100,qld,19000224.0,4142857,0
,reid,11.0,alt crescent,green lagoon,camp hill,6026,vic,19671214.0,5483640,,toms,31.0,weston street,blue hills,kelmscott,3304,qld,19930802.0,6211133,0
,ruolle-ivanov,11.0,fairweather circuit,,mount low,5290,vic,19661012.0,4600962,,bradshaw,9.0,dallachh place,coral house even tide,ryde,3805,nsw,19071027.0,8707306,0
alexander,,41.0,fink crescent,rubicon,orange,3041,nsw,19620324.0,7933489,alexander,crossman,31.0,spinifexstreet,binnawee,texas,3068,sa,,7807999,0
emerson,reid,5.0,kater place,forest views,acacia ridge,4215,nt,19820814.0,2582300,emerson,reid,5.0,kater p lace,forest views,acacia ridge,4215,nt,19820814.0,2582300,1
,koteschel,3.0,mayne street,grey oaks,swan view,4305,vic,19430808.0,1393004,,georhe,15.0,,wurtulla shooping vlge,naroomj,4114,qld,19430207.0,5897606,0
,faehse,65.0,henry melville crescent,goonahra,wanniassa,2173,vic,19490602.0,9923153,,falting,22.0,gurrang avenue,glenpp,blair athol,2564,qld,19941202.0,2319505,0
bethany,dixon,25.0,burraly court,denny downs,culburra,2208,nsw,19850214.0,5650922,bethany,dixon,25.0,burraly court,denny donws,culburr a,2208,nsw,19850214.0,5650922,1
william,everett,12.0,callabonna street,fernbank,bull creek,7184,tas,19921006.0,2805780,william,vanderwesten,11.0,william wilknis crescent,wyuna,grenfell,5290,nsw,19500801.0,2499394,0
callum,erett,9.0,tiptree crescent,felbrigg,edenhope,3280,tas,19550825.0,3727793,callum,erett,9.0,tiptree crescent,,,3280,tas,19550825.0,3727793,1
brianna,parr,12.0,sid barnes crescent,,orange,4744,qld,19210526.0,7179398,brianna,whiet,39.0,laughtosn street,coranidrk,stratton,4551,nsw,19840310.0,9784905,0
matthew,ryan,55.0,fitzhardinge crescent,mlc centre,burpengary,2546,sa,19510417.0,2890790,matthew,etheridge,113.0,louis loder street,wood crest,frenchs forest,3015,vic,19950128.0,5585524,0
sara,bibrowicz,46.0,kingscote crescent,rowethorpe,smiths beach,2026,nsw,19120602.0,4090488,sara,karlen,110.0,tarrantlcescent,kia-ora c ottage,parmelia,2145,vic,19520602.0,6200753,0
emiily,hingston,15.0,paul coe crescent,hawkesbury road,mooroolbark,2565,sa,19711219.0,6897463,emiily,white,12.0,crago place,rockela,mosman,3300,vic,19390429.0,6209600,0
jack,salt,71.0,blaxland crescent,,atherton,5075,nsw,19550406.0,1176207,ji,kyriacou,32.0,garanya street,entry daniels s street,cleve land,2487,nsw,19140906.0,5490391,0
,webb,,degraves crescent,marriott downs,maryborough,6151,nsw,19130715.0,5325666,,brain,31.0,benham street,tagarra,belmont,3161,nsw,19860305.0,8028191,0
nikita,leditschke,86.0,sidaway street,parkdale lodge,mirrabooka,2031,vic,19510630.0,1387001,nikita,leditchke,86.0,sidaways treet,parkdalel odge,mirrabooka,2031,vic,19510630.0,1387001,1
,quast,6.0,fincham crescent,zimms corner,penrith,2228,vic,19720423.0,8031551,,haythorpe,60.0,heard street,kangaroo groun dwarrandy road,rosbeud,6149,nsw,19010708.0,6149528,0
isabella,white,5.0,clavert place,glenmore,myrtleford,7310,sa,19651115.0,3189046,isabella,reid,42.0,sherbrooke street,armidale pria vse hospital,tallong,2088,nsw,19101002.0,2082772,0
emma,webb,11.0,baracchi crescent,thornbrook,eight mile plains,3016,qld,19910314.0,5201994,emma,white,1.0,eaglemon retreat,glenmore,eight mile plains,3025,vic,19600613.0,4488560,0
yasmin,green,12.0,diggles street,st john of god hospital,rushworth,5280,nsw,19750129.0,3139028,emiliy,bradshaw,19.0,parkhill street,foxdown,south grafton,4287,vic,19270912.0,2964855,0
nicholas,hassall,8.0,laughton street,anzac house (cnr archer s street,highton,3028,sa,19040622.0,3632388,nicholas,mycko,259.0,alma close,farm shed,centennail park,3000,qld,19450728.0,3274337,0
casey,hearn,10.0,ferrett circuit,watarmark,rowville,6153,sa,19390522.0,8255871,casey,meyler,12.0,gryllscrescent,,berala,4109,nsw,,8730501,0
