given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B,match
heath,tao,1.0,holden crescent,the willows,merrimac,2594,nsw,19420605.0,9669484,jack,rudd,4.0,limestone avenue,orcadia park,hoppers crossing,5007,nsw,19086018.0,3984278,0
ethan,beckwith,26.0,hirst place,miniacres,morphettville,4870,qld,19981113.0,9473353,dayna,tapper,16.0,roseworthy crescent,nan,malvern,4218,vic,19210608.0,2412058,0
deakin,shepherd,17.0,torrens street,south macroom,rose bay,3058,nt,19011229.0,5190083,chleo,coleman,50.0,mina wylie crscent,montocaradvan park,gowri e,3114,sa,nan,6761005,0
mia,shepherd,7.0,churchill way,greenslopes,seven hills,2449,vic,19760830.0,3991319,katie,fitzpztick,37.0,bourchier close,donore,hurlstone park,6108,vic,19380621.0,7125161,0
deakin,shepherd,17.0,torrens street,south macroom,rose bay,3058,nt,19011229.0,5190083,matthews,bradley,2.0,jondol place,horsesheo ck,jacobs qell,7018,sa,19481122.0,8927667,0
jasmine,blake,7.0,mugga way,mannibadar,east fremantle,5008,vic,19531120.0,3831376,harrison,whibte,58.0,morant circuit,nan,highton,4118,qld,19310706.0,6806350,0
joshua,green,13.0,duncan street,euroka,artarmon,4871,qld,19970505.0,4108253,nicholas,huxley,nan,blackbutt street,burnside,unanderra,2213,vic,19761203.0,8423125,0
emiily,rundle,112.0,tarago place,fiveways,brookvale,2122,nsw,19461226.0,2419260,hannah,liaudinskas,15.0,hopmanpoace,mt pleasant,orange,2829,sa,19130526.0,5819558,0
ethan,nan,6.0,blamey crescent,kamilaroi cottage,canterbury,2480,nsw,19490228.0,6288497,kayla,braitahite,25.0,forwoods treet,braemar vlge,chewton,2261,nsw,19640906.0,6775714,0
amber,nicolakopoulos,38.0,atkinson street,mount patrick,edgewater,2905,sa,19910707.0,9220881,callum,teti,686.0,wheelwright crescent,nan,brighton,4018,wa,19260102.0,9064672,0
imogen,vincent,78.0,brazel street,nan,penrith,5280,qld,19130303.0,9001480,emiily,white,26.0,marrstreet,nan,lower templestowe,3161,vci,19290127.0,4621716,0
ayla,mccarthy,268.0,weavers crescent,yenda units,lake munmorah,3094,qld,19541018.0,1627605,tyler,painter,74.0,michael holt crescent,nan,kangaroo flat,4858,nsw,19291017.0,6615450,0
braiden,kang,74.0,bastow circuit,inglewood,rivett,2092,qld,19290221.0,6533958,prytula,tabitha,2.0,totterdell street,rsde 817qallace,nabawa,4017,sa,19930102.0,4076797,0
dylan,robson,60.0,grimshaw street,wallendoon station,colac,3199,sa,19741003.0,4302323,meaney,jard,2.0,northbouryne avenue,york hopse,mitxham,3141,qld,19431210.0,3744694,0
thomas,wyllie,512.0,brand street,ferndale,rossmoyne,5042,vic,19040823.0,9017484,zacharey,br asn,31.0,cornish place,the mea dows,whitfield,2675,vic,19120327.0,3343445,0
alysha,nguyen,7.0,hurley street,avenue road,brunkerville,3944,nsw,19970304.0,4977712,harry,dignam,22.0,investigato rstreet,nan,fairlihgt,2535,qld,19241105.0,2134538,0
matisse,felmingham,351.0,kingsford smith drive,sherwood,cooks hill,3207,nsw,19320615.0,5414268,adam,tuckwell,38.0,mcmillan crescent,nan,broome,5037,nsw,19960528.0,8397512,0
luke,beattie,16.0,blinkhorn place,lucerne park,corrimal,4118,act,19211118.0,1702856,matthew,frew,23.0,bindels treet,ascot park,bunbury,2234,qld,19330523.0,2214288,0
christian,reid,10.0,britten-jones drive,honey patch,moe,2250,wa,19870501.0,2773283,sebasitan,campbell,34.0,atherton street,glen-fale,north sydney,4350,nsw,19660715.0,8686683,0
connor,trimble,75.0,werriwa crescent,scts crk,mill park,2162,nsw,19290729.0,5610380,emma,madigan,15.0,blackwellcircuit,tintagel,dianella,820,sa,19871218.0,5096835,0
joel,dixon,19.0,callister crescent,glenmore,burpengary,3190,nsw,19810902.0,7849806,francesco,canhell,5.0,ngunawa ldrive,whisperni g pines,brighton,7320,nsw,19900219.0,2439499,0
joshua,wiechec,12.0,parkinson street,chanak,goovigen,3976,tas,19601111.0,6247547,trey,saines,26.0,throsselel srreet,kindian,buff point,4161,act,19110205.0,2740304,0
andrew,gaskin,17.0,trenwith close,merrydale,turner,4567,nsw,19021013.0,1066355,maddiason,newpptr,nan,bingle street,burrendong est,burwood east,4818,nsw,19590707.0,5640367,0
emiily,gruener,14.0,jarman place,girrahween homestead,kalorama,3003,vic,19780128.0,4299404,tiana,ryan,146.0,doyle terrace,danric lodge,totteham,3355,sa,19280723.0,9762204,0
mia,pascoe,54.0,dwyer street,connemara,leichhardt,2015,sa,19080310.0,5423895,friebel,michael,4.0,lawrence wackett crescent,port faiyr road,northgate,4109,nsw,19511002.0,3055957,0
nan,clarke,13.0,hicks street,brentwood vlge,broadmeadows,3095,vic,19340818.0,7285543,whoe,chloe,7.0,myall street,yallanbee,north maclean,2016,vic,19830207.0,7105783,0
joshua,nan,8.0,conlon crescent,the provincial,balwyn north,7262,qld,19620323.0,2264634,caleb,webb,50.0,badimara street,retirement village,kuraby,4655,qdl,19890709.0,7501704,0
joshua,beaty,19.0,blackwood terrace,the summer house,prospect,6163,vic,19721121.0,1725695,micah,monis,38.0,lefroy street,nan,yass,3088,nsw,19970605.0,3265234,0
ruby,parashar,773.0,tytherleigh street,the willows,eastwood,4605,sa,19900510.0,1990268,bwn,armiento,40.0,burnell place,john flynn hospital,fairlight,3630,qld,nan,8511174,0
caitlin,de boar,21.0,crisp street,section,jan juc,5400,nsw,19460307.0,3080624,isobel,burnell,4.0,heidelb erg street,cinema cdntre bldg,stretton,5680,vic,19900603.0,1027213,0
elysse,mason,12.0,zeitz court,cleveland waters,bayswater,3840,qld,19730217.0,9809705,kle,kalogerakos,nan,aird place,cassis,granvlle,4680,wa,19950119.0,4748391,0
dominic,hoggan,29.0,devanny place,birrabilla,portarlington,3175,nsw,19561215.0,5034600,roberta,laing,23.0,morrison street,budgerebella,flagstaff hill,4573,vic,19690425.0,5203452,0
coby,mason,220.0,blandon place,karingah,kangaroo flat,2315,nsw,19641221.0,4800165,steven,pokkias,407.0,may maxwell crescent,ardonachie,dalveen,5046,wa,19350305.0,2928326,0
jack,campbell,282.0,osburn drive,white patch,carrara,6030,vic,19881003.0,2172403,cameron,cioffi,11.0,nan,inverneath,newf arm,2153,qld,19860725.0,7511789,0
teagan,wreford,17.0,preston street,wollartukkee,forest hill,4413,sa,19410923.0,2436763,benjamin,yen,43.0,kambalda crescent,elmvood,findon,3807,nsw,19850706.0,7843492,0
lukas,webb,2.0,freda gibson circuit,nowra mall,kingston,2830,nsw,19120423.0,6570926,jaius,compton,92.0,huelin circuit,mamaergu,boyne island,2760,wa,19960806.0,1381082,0
benjamin,coleman,12.0,canopus crescent,nan,port kembla,2795,qld,19010422.0,1651755,james,kroklgi,15.0,orchard pace,nan,rosebud,6064,nsw,19430421.0,4244938,0
grace,seib,24.0,landsborough street,rainbow downs,como,2641,vic,19760603.0,8191813,harrison,hoang,10.0,mccaughey street,winchester downs,preston,4262,vic,19360225.0,1076510,0
ronan,zatorski,13.0,lott place,bobblegigbie,ringwood east,5109,qld,19870107.0,5925683,nell,reid,14.0,groom street,warrina lakes,goonellqbah,2775,nsw,19850813.0,9822354,0
joshua,ho,23.0,warragamba avenue,mile beach caravan park,east maitland,3181,nsw,19320427.0,9710227,ellen,armanious,4.0,summerville crescent,cabrini medcial centre,corio,3130,nt,19670816.0,3732493,0
finn,kazimir,472.0,belconnen way,redwood lodge,mackay north,2502,sa,19880315.0,6526812,teaha,kyriacou,17.0,iron place,nan,tambo pper,2783,nsw,19720829.0,6810695,0
lily,musolino,13.0,fernyhough crescent,gunn's gully,burwood east,2097,qld,19600226.0,9776077,joshus,mason,47.0,crisp circuit,deergarden caravn park,chinchilla,3799,vic,19390402.0,8753102,0
brooke,clarke,4.0,namadgi circuit,emerald garden,ascot vale,5031,vic,19430823.0,6719097,courtney,okulewhicz,12.0,hodgson cr escent,nan,forrestfield,4214,tas,19990419.0,1581871,0
chloe,musolino,19.0,warrumbul street,gordonvale,brighton,3782,nt,nan,7147784,chelsea,mccarthy,17.0,la perouse street,arcaida,ballarat,4007,nsw,19921130.0,4620249,0
imogen,alderson,nan,merriman crescent,nan,kinross,2528,nsw,19041128.0,2621570,flynn,laing,191.0,partridge street,nan,goonellabah,3021,nsw,19730524.0,8183648,0
malakai,palethorpe,23.0,marsden street,boonal,gaven,2340,nsw,19031029.0,6356251,jacobie,white,27.0,pitcaibr street,willowfield,sefton,2565,wa,19940831.0,6421870,0
tahlia,hage,3.0,maclaurin crescent,nan,ormond,4740,tas,19190517.0,6174860,alysaha,hyland,220.0,hinchcliffe place,araawng,malvern,3146,tas,19731211.0,6582947,0
holly,simmonds,26.0,sinclair street,unt 2,sunnycliffs,3141,nsw,19970921.0,9812796,natasha,clarke,63.0,mallanganee,tasmania circle,whitemore,2840,sa,19710223.0,5969104,0
jake,vigneswaran,24.0,franklin street,westside,geelong west,4114,vic,19700129.0,2559983,jackson,herbert,15.0,gooreen street,ripple brok station,highett,4870,vic,19170311.0,3155721,0
riley,rees,9.0,archibald street,wispering pines,coonabarabran,5162,wa,19700922.0,4932145,cooper,hamjmer,20.0,egglestoncrescent,nan,bunbury,4709,qld,19680910.0,7753471,0
ruby,rogan,6.0,guthridge crescent,eldeslee vlge,parkside,6050,vic,19050201.0,6557114,lachlan,bennell,154.0,southwood retreat,walkers orchard,wheeo,4118,qld,19830601.0,2694324,0
isobel,campbell,17.0,nan,yarrandoo,strathalbyn,2770,vic,19470921.0,3176931,renee,hanigan,109.0,epenarra close,al eon,flemington,5048,wa,19070928.0,2588263,0
tyler,dolan,189.0,staaten crescent,newnham house,ringwood north,6059,qld,19821028.0,6683175,jack,mayman,65.0,hutchins street,nan,kinglake west,3260,vic,19900106.0,6187556,0
jacob,byrt,1199.0,binya place,bridgewater estate,wallsend,3155,wa,19420908.0,7691324,alysha,nguyen,7.0,hurleystreet,avenue road,brunkerville,3904,nsw,19970304.0,4977712,0
ben,armiento,17.0,burnell place,john flynn hospital,fairlight,3630,qld,nan,8511174,sean,varcoe,29.0,osburn dtive,bonaza aprk,ferndale,4569,nse,19601031.0,7839163,0
amber,braunack,10.0,fingleton crescent,alchemy,campsie,2508,act,19420513.0,7964228,thomas,hare,68.0,gilderston circuit,canow indra,coffs harbour,4311,nsw,19190206.0,3277988,0
bailey,petersen,1.0,goodman street,nioka,plympton south,4214,qld,19090102.0,3547315,eleanor,luckjan,34.0,banks street,st francis village,aspendale gardens,4361,wa,19920704.0,2330095,0
georgia,hantke,215.0,hovea street,nan,cromer,3199,vic,19260708.0,1055098,alannah,morrison,15.0,youl court,brentwood vlge,como,2031,vic,19450628.0,3163775,0
jordyn,buttrose,10.0,argyle place,nan,frankston,6016,qld,19350206.0,8629525,kydan,burford,249.0,garran place,cape hawke hosptl medcl centre,launcestno south,2126,nsw,19530728.0,5743011,0
jackson,campbell,10.0,marungal avenue,nan,kunwarara,2445,qld,19420220.0,7928114,sebastian,mcneill,3.0,ferndale,dryandra street,west lakes,2265,vic,nan,2765960,0
robert,waller,4.0,cutlack street,glenview,wellard,3000,vic,19891004.0,4754283,laurn,berryiman,nan,doyle terrace,canberra avenue,menitndee,3016,vic,19390528.0,8295272,0
ty,green,411.0,hugh mckay crescent,nan,mullumbimby,3550,nsw,19520829.0,7797381,hugh,dorsey,25.0,sid barnes ncrescent,rowethorpe,werrington,2144,qld,19000625.0,5695716,0
makayla,herbert,5.0,plummer street,tarwyn park,hopetoun,3925,vic,19111103.0,1756031,taliah,clarke,16.0,nan,brentwood vlge,green acre,4158,qld,19521121.0,8211585,0
chloe,steane,13.0,blacket street,perisher valley,kyabram,2232,nsw,19790905.0,5378031,nan,mcgregor,214.0,keys crescent,cooloolafarms,bouler,3072,nsw,19480329.0,6504301,0
esme,leslie,89.0,galleghan circuit,five oaks,brighton,6007,tas,19520521.0,7091838,lucy,kranenbrg,34.0,clara close,blue h ills,cora lynn,6030,nsw,19740827.0,7896434,0
hayden,piechocki,72.0,shackleton circuit,calimna,murtoa,3437,vic,19291001.0,1731879,matthew,priest,310.0,benson drescent,glenhurst,tarragkndi,4124,qld,19860226.0,2553510,0
nicholas,humphreys,7.0,forbes street,peak view,north ryde,2131,sa,19460529.0,9271718,ky,morrison,275.0,hardei close,arthur rivfer park,mount eliza,2031,nsw,19411120.0,9053979,0
pace,musolino,16.0,guerin place,rosetta village,thornbury,4019,nsw,19640423.0,5906492,alexander,priedt,41.0,manu place,nan,bundeena,4701,qld,19420417.0,9205694,0
kyle,hope,26.0,bundey street,kacadoo,armidale,2097,nsw,19631116.0,2650117,tyler,walchg,26.0,pither close,warbinyq,st ives,3871,vic,19650916.0,5533620,0
ella,perriam,17.0,chipperfield circuit,kingfisher lodge,north bondi,5022,act,19090118.0,7801650,alicia,ferris,25.0,brereton street,macian house,ruse,2211,nan,19650926.0,5013659,0
hannah,reid,21.0,bisdee street,tall pines,malvern,2478,qld,19840208.0,1762901,roberta,laing,23.0,morrison street,budgerebella,flagstaff hill,4573,vic,19690425.0,5203452,0
ethan,malvestuto,14.0,macnaughton street,veone,laurieton,2577,nsw,19520506.0,1707216,olivia,mcnnll,1.0,alberga street,gulmarrad street,lue,6107,nsw,19100419.0,6664512,0
elton,noble,1.0,molineaux place,willows trees,port vincent,2208,qld,19350729.0,1466352,angeilda,domkus,9.0,stanfield close,bowser,modbury heights,2232,qld,19690820.0,8976049,0
sam,neophyton,16.0,albermarle place,sec 1,springwood,2500,qld,19670216.0,6643294,braiden,parr,15.0,raiwalla court,st francisivillage,kriwan,2444,vic,19960327.0,7031748,0
alyssa,coleman,9.0,marsden street,main beach medical centre,rowville,4556,qld,19260829.0,5376425,damien,garnett,9.0,narrabundah lane,laur e,penola,6168,nsw,19900710.0,2711549,0
connor,neumann,302.0,debenham street,sandalford homestead,the entrance,2774,vic,19790629.0,1382097,kye,brain,8.0,stillwell place,nan,bellambi,2320,nsw,19630812.0,8358959,0
adam,craze,nan,mcclintock street,loma langie,portarlington,3199,wa,19270510.0,3239913,jasper,tsialafos,nan,stutchburh street,st framcis vlge,cook,2233,nsw,19220428.0,8232480,0
benjamin,liccioni,2.0,golden grove,jestarlei,lavington,2042,wa,19100711.0,2197467,aleisha,beadle,17.0,leonard close,broadbrid ge manor,madora,3025,nt,19160701.0,3130361,0
jarred,rider,500.0,robinson street,goldview,evans head,3123,nsw,19401202.0,2875179,lachlan,rawlibs,49.0,lochleugh,whispering pines,coonamble,2089,nsw,19261022.0,9145105,0
kyle,lowe,21.0,bungonia street,eight mile,loftus,4868,qld,19821215.0,7416603,aleisha,campbell,4.0,mackay crescent,nan,coolamon,5011,qld,19910630.0,3454612,0
sophie,rees,5.0,dangar place,thomond,sylvania,2541,vic,19740419.0,6279787,pai,maczkowiack,52.0,kalgoorlie crescent,nan,broken hill,3002,vic,nan,5924648,0
jessica,kranz,nan,brunton street,the mews royal hotel bldg,norwood,5159,sa,19880226.0,7412923,harriet,horsley,12.0,woinarski place,white lodge,mulgrave east,3280,wa,19710926.0,4215402,0
braiden,hohn,6.0,swinden street,alanvale,mulgrave east,7140,nsw,19920920.0,4170069,courtney,hylhd,2.0,gask place,sec 1,cobar,2263,vic,19511001.0,9099158,0
tara,white,1.0,bugden avenue,belvoir,mona vale,2282,vic,19870412.0,9595240,nell,reid,14.0,groom street,warrina lakes,goonellqbah,2775,nsw,19850813.0,9822354,0
kiara,starega,51.0,knoke avenue,llen nomis,southern cross,4615,nsw,19541115.0,5126468,trey,goetdze,4.0,petterd street,bonnu doon,brighton,7054,vic,19250118.0,1744778,0
katelin,campbell,16.0,sid barnes crescent,nan,forestdale,2450,wa,19240716.0,7296237,mccarthy,mikaela,62.0,derrington crescent,nan,denistonw east,3564,vic,19821001.0,8749270,0
ebony,garcia,15.0,rylah crescent,brbe is retmt vlg,waratah west,7310,tas,19630715.0,9950832,nathan,simmonds,86.0,aspinall tsreet,southwold,nan,3556,nsw,19230105.0,8217104,0
shaun,sleath,59.0,moorhouse street,inverneath,eight mile plains,3805,sa,19580910.0,2873897,nan,dunnicliff,79.0,banfield street,milton,nan,2116,vic,19130108.0,6220830,0
abbey,milburn,18.0,dixson circuit,the willows,rosebud,5075,qld,19631114.0,4451215,kyle,campbrll,12.0,fawkner street,the mews royal hotel bldg,ormond,4140,nsw,19631111.0,6974163,0
jake,mccarthy,19.0,jacobs street,the richard house,hoppers crossing,3021,vic,19501129.0,9421400,vrin,excell,15.0,waller crescent,nan,nan,2359,qld,19460622.0,5466287,0
robert,wilczek,60.0,sugarloaf circuit,eldwick,thirroul,2325,nsw,19630615.0,5960552,oliver,bissett,6.0,carnegie rcescent,crom dale,kingston,2101,vic,19020522.0,1262608,0
gabriel,vigneswaran,80.0,chuculba crescent,nan,altona meadows,3159,qld,19560125.0,4243167,sam,grne,43.0,leita court,strathmore vineyard,geelony east,4350,nsw,19040618.0,1956745,0
fergus,ryan,238.0,percy crescent,mariner views,birmingham gardens,2148,nsw,19021227.0,4783232,clain,jeffries,12.0,thurlow pl ace,hawksview,mount ekiza,3930,qld,19060706.0,8877669,0
nan,reid,6.0,kirwan circuit,ardrossan,shoalwater,4701,vic,19620822.0,7700094,ellouise,domnto,36.0,leach street,plain view,frankston,6062,nsw,19141125.0,2822912,0
jared,klemm,78.0,nan,gloccamorra,bateman,6152,act,19770328.0,4616949,brinley,baumab,14.0,prout lpace,amblin caravan park,gaven,3021,vic,19360411.0,7377453,0
jarod,lusted,22.0,prescott street,girrahween homestead,beaumaris,4502,nsw,19321125.0,6642172,chloe,kammermann,12.0,mcbryde cescent,nan,dural,2134,qld,19251019.0,7777606,0
katherine,hyland,16.0,kootingal street,nan,montmorency,3023,nsw,19400714.0,9161147,teagan,white,54.0,knoll place,wangaay,padstow,6107,nsw,19210314.0,9334133,0
imogen,broadby,70.0,letters street,jemalong retrmnt vlge,frankston,3149,vic,19840516.0,5771467,elana,wiechce,11.0,belconnebh way,upper ross medical centre,torquay,4077,sa,19190515.0,3124171,0
jacinta,webb,108.0,rodway street,2nd last on right,elwood,2019,vic,19680215.0,3880973,daniel,warusevitane,123.0,mccaughey street,lemnos,lismore,3023,vic,19990918.0,9753519,0
madison,bradshaw,13.0,jardine street,nan,norwood,2335,sa,19490115.0,8836136,gao,julia,17.0,horizon avenue,arthur rvier park,woodrcoft,3952,nsw,19280810.0,7151454,0
jade,binns,2.0,fiveash street,caterer,auburn,3690,nsw,19470306.0,5117331,elana,wiechce,11.0,belconnebh way,upper ross medical centre,torquay,4077,sa,19190515.0,3124171,0
luke,wardle,30.0,holyman street,middle ridge medical centre (cnr ramsay,kirwan,3073,wa,19500525.0,9974023,ben,conick,nan,marsden rtreet,nan,page,3108,nsw,19760130.0,5241188,0
genevieve,ronan,37.0,mokare street,finis river,yunderup,2675,vic,19980924.0,9571750,hawes,ella,51.0,stubbs crescent,nan,cloveilly,3195,nsw,19100115.0,3998567,0
blakeston,lock,59.0,bonnor close,redlands,mentone,7140,wa,19010422.0,6335558,jacob,margrie,nan,moulderourt,collaroy,clifyon,3840,vic,19130517.0,4315229,0
zachary,ebert,16.0,rounsevell street,lake road,mount gravatt,2112,nsw,19261127.0,1502014,ewan,mildren,60.0,loftus tsreet,nan,bellevue hill,2001,wa,19941205.0,6218110,0
brianna,dixon,18.0,staaten crescent,buckhobble,greensborough,3013,nsw,19860928.0,4919547,harvey,dunstone,23.0,merrett garden,guest hse,macedon,2097,nsw,19150106.0,9370500,0
jai,browne,124.0,eugenia street,jacqoona station,ascot vale,3350,wa,19030809.0,8431885,samara,nan,2.0,lewis luxto navenue,nan,pooraka,2778,act,19170725.0,9740765,0
kane,nguyen,47.0,ranken place,gumnut cottage,dapto,5107,qld,19850120.0,9212538,alexandra,hyland,20.0,brassey street,unt 3,bundaberg,3049,qld,19030202.0,9741543,0
chelsea,mccarthy,17.0,la perouse street,arcadia,ballarat,4007,nsw,19921130.0,4620249,talai,white,nan,fergusson crescent,buddr idge,brucxnell,3810,nt,19390812.0,4476072,0
taliah,campbell,418.0,bean crescent,warramby,hoppers crossing,4280,qld,19601111.0,3013090,daniella,millar,12.0,rapanea street,the briae patch,taree,3193,qld,19920714.0,7697624,0
alexander,dixon,115.0,gaby place,albion grove,springfield,2902,nsw,19760418.0,5411978,miranda,bery,5.0,shirra close,nan,connooly,4814,nsw,19300619.0,6070746,0
georgia,dasilva,29.0,trumble street,willaroo,bayswater north,7320,vic,19591226.0,6737283,matthew,bernry,560.0,westbury circuit,nan,north qard,5082,qld,19820813.0,7825135,0
zali,shadbolt,56.0,tillyard drive,nan,brown hill,4800,wa,19440205.0,7276255,dylan,needham,41.0,eucumbene drive,nan,carrara,2456,nsw,19750722.0,2780577,0
joshua,coleman,16.0,mosman place,aralee,kooyong,3431,nsw,19501024.0,2640319,megan,jessup,5.0,wyatt steet,beachfront c aravan park,ringwood,3225,nsw,19010928.0,9738709,0
abbey,simmonds,13.0,greenvale street,haven court,aspley,4069,qld,19141205.0,2403689,cameron,lavis,2.0,albermarl place,dananbulla,glenwood,6442,vic,19410723.0,5700120,0
tara,stanley,109.0,haswell place,dale view,surfers paradise,2196,nsw,19091118.0,7519489,indiana,clarje,9.0,wade street,nan,llandilo,2077,qld,19450816.0,7669254,0
robert,etherington,23.0,caley crescent,locn 217,emerald,2250,vic,19140926.0,3623767,hugh,bartel,11.0,brewster place,blue hills,bakers creek,4069,nsw,19370522.0,7516697,0
toby,stanley,32.0,craydon place,lenaroy,heywood,2904,wa,19381214.0,3931157,giaan,blake,nan,slessor crescent,fernadle,dapt,2711,qld,19930815.0,6835476,0
timothy,matthews,2.0,blandon place,harrowvale,mill park,3184,nsw,19560930.0,6083907,lachlan,red,20.0,starkestreet,busbey's flat,caulfield,2611,vic,19600906.0,3614628,0
chelsea,sherriff,16.0,gellibrand street,electorate office,willetton,4680,qld,19221231.0,6905458,lily,reida,30.0,nan,kaweku park,parkaide,3630,wa,19170624.0,7864863,0
kira,wimmer,4.0,sturdee crescent,ark hall,tanjil south,3173,sa,19410628.0,4604196,nan,chandler,183.0,macnamara place,st johnof god hospital,greenwith,2047,wa,19011201.0,6692802,0
lachlan,mandry,3.0,richardson street,lake chatsworth,christies beach,2040,tas,19220410.0,1565982,joshua,yeoman,7.0,drysdale circuit,nan,camp holl,6150,nsw,19791212.0,3599370,0
sana,nguyen,242.0,gibbs place,fleetview,bayswater,2154,vic,19000624.0,2842614,ruby,gilcfist,98.0,aleon,honyong crescent,bassendean,6230,qld,19760723.0,9352851,0
ruby,braddy,11.0,allott place,c/-the student village,wynnum west,2260,wa,19440101.0,7323803,stephanie,tuckwell,6.0,weddin circuit,hillsidrfarm,scarborough,4125,sa,19920918.0,7564218,0
luke,white,31.0,outtrim avenue,glenora farm,flinders bay,2227,sa,19151010.0,6925269,lachlan,shephaerd,1.0,grainger circuit,willandra,adaminaby,7250,nsw,19080122.0,3139543,0
dale,sherriff,16.0,oxley street,brentwood vlge,whitton,2024,vic,19850402.0,4498530,samuel,nan,96.0,duffy stireet,bogandina prop,lavington,2121,qld,19690309.0,4678214,0
chevonne,simmonds,24.0,victory place,dandarra,hoppers crossing,2074,qld,19420531.0,3553538,jacqueline,verco,11.0,girdlestone circuit,kingston tower,cliftons prings,4152,nan,19340706.0,1075870,0
alexandra,bishop,2.0,black street,leetsvale caravan park,huonville,3885,nsw,19610813.0,8253150,alissa,ryan,22.0,boobialla street,urimbira,seaforth,6018,nsw,19990829.0,1669592,0
alexandra,craske,31.0,woodger place,tinaroo falls,pannawonica,2650,wa,19850302.0,2175226,daniele,campbell,20.0,freehillstreet,nan,towrafgi,7000,vic,19400817.0,6050678,0
damien,finlay,150.0,pethebridge street,rosetta village,samford valley,2119,vic,19020614.0,3997416,abby,ryan,10.0,paul coeacrescent,kooyong,carlingford,3144,vic,19670119.0,9471831,0
blayke,browne,1.0,gosse street,nan,cape paterson,4215,vic,19210917.0,7165012,katelyn,goldsworthy,10.0,meyers place,tinnaroo falls,bnudamba,3127,qld,19880820.0,1519466,0
rupert,drzezdzon,11.0,magennis place,sec 161,ashford,6100,vic,19000219.0,4126935,nan,greeln,32.0,brockway circuit,nuffield village,torrensville,4221,nsw,19591115.0,4867858,0
william,white,34.0,mortlock circuit,ponderossa,chinchilla,3156,sa,19800517.0,1549841,brock,nyg aard,58.0,lockyerstreet,nan,kununurra,2079,vic,19730526.0,4753010,0
jinni,grossman,5.0,maddison close,langunyah,north ryde,5253,nsw,19251101.0,9474636,jayde,enebxerg,44.0,donohoe p lace,professionalcentre,kahibah,6163,nsw,19750318.0,5568018,0
amber,dudley,14.0,pethebridge street,lorrachael park,cowra,6054,qld,19050703.0,5970471,nan,negri,159.0,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319.0,4740975,0
karli,campbell,85.0,burdekin avenue,brambletye vinyard,surry hills,2118,vic,19580309.0,4423725,erin,kunoht,131.0,wyselaskie circuit,nan,wendoryee,6107,vic,19340721.0,4791842,0
haylee,metherell,16.0,lambrigg street,wacharoo,aspley,2209,qld,19050614.0,4025303,zalk,matthews,308.0,solly place,fai rawy,valoa,2138,sa,nan,8924972,0
kalli,watkin,187.0,getting crescent,koah lodge,newrybar,4301,vic,19031202.0,2486965,nan,collibnson,8.0,parrabel place,fraser lodge,elwozoc,2420,vic,19100819.0,5602774,0
william,edson,nan,fitzhardinge crescent,windy gully,ashwood,3078,nsw,19530403.0,3148460,april,durbrige,20.0,wilkinson street,nan,toolleen,3630,sa,nan,3179675,0
joshua,coleman,16.0,mosman place,aralee,kooyong,3431,nsw,19501024.0,2640319,zachary,thurlow,132.0,eldridgfestreet,trfeusis,southern cross,4051,nsw,19230305.0,5024661,0
taylor,bevis,20.0,spofforth street,nan,burwood,3175,nsw,19270430.0,6848520,nan,kubenk,35.0,araban asreet,carrington retrmnt vlge,revesby,2212,nsw,19901231.0,6501846,0
joshua,ryan,14.0,wynn street,tathra,bilpin,2529,vic,19240510.0,2519978,ben,conick,nan,marsden rtreet,nan,page,3108,nsw,19760130.0,5241188,0
jordan,white,8.0,nan,nan,ryde,2148,vic,19890416.0,6617539,jacobie,shepherdson,316.0,augusta court,pnda,ardeer,5069,nt,19830606.0,2226979,0
nicholas,colantoni,2.0,illingworth street,mallee downs,st albans,2518,vic,19651019.0,4914391,deakin,secokib,10.0,gelane street,palm lakevresort,raby,7052,nsw,19830930.0,3116371,0
abigail,paterson,2.0,bega flats,bowen park,blakehurst,4151,tas,19021218.0,4253487,flynn,laing,191.0,partridge street,nan,goonellabah,3021,nsw,19730524.0,8183648,0
ned,herbert,6.0,vonwiller crescent,nan,albury east,3163,nsw,19310822.0,6246038,michaela,motbey,43.0,badimara street,roweth oroe,rosebud,3345,nsw,19500318.0,3314402,0
imogen,miles,14.0,smalley circuit,tingara vlge,toorak,2259,sa,19070626.0,4846134,katelyn,cochrane,200.0,langdon avenue,kalamos,calen,3152,qld,19180604.0,2589251,0
lachlan,cicconi,17.0,waite street,nan,loftus,3108,vic,19200324.0,1514534,riy,howie,59.0,reader clurt,rosebery hill,wanniassa,4213,qld,19360115.0,9350479,0
jaykob,smeaton,246.0,stuart street,nan,ardeer,6112,qld,19120411.0,5014834,trey,goetdze,4.0,petterd street,bonnu doon,brighton,7054,vic,19250118.0,1744778,0
nicholas,malin,2.0,hearn street,miami,acton,5161,nsw,19020404.0,6007254,christian,goetze,5.0,manna close,torrington,mill park,2323,nsw,19510127.0,3619285,0
