given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B
madison,renfrey,7,mcdougall street,pine hill,bundaberg,6010,vic,19070611,5700724,madison,chandlder,29,luckman place,hd ticmera,pearl beach,2133,nsw,19930607,8841314
joshua,heron,23,dooring street,drypoint,barraba,4214,nsw,19700227,6931228,joshua,raward,26,yambina cerscent,thorndale,macgrdgor,4718,qld,,9086686
olivia,trigwell,13,waldock street,wilpena,new lambton heights,3194,vic,19571126,9991752,olivia,leong,57,naismit hplace,mckail,deer park,3177,nsw,19820831,5649007
zachariah,nadels,68,dennys place,laureldale,northgate,2133,qld,19801214,9144398,zachariah,nadels,68,,laureldale,northgate,2133,qld,,9143498
zachary,thorpe,101,o'shanassy street,northwest medical centre,cobains,5242,nsw,19340712,2541552,zachary,thurlow,132,eldridgfestreet,trfeusis,southern cross,4051,nsw,19230305,5024661
emiily,rundle,112,tarago place,fiveways,brookvale,2122,nsw,19461226,2419260,emiily,benjamin,8,holmans treet,kersey' south,coutts crossing,2278,vic,19490214,7996561
joshua,heron,23,dooring street,drypoint,barraba,4214,nsw,19700227,6931228,joshua,lowe,15,patton place,redlands,tarcutta,4705,sa,19120201,7132911
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
madison,struck,40,drake brockman drive,eden park,st albans,4218,nsw,19600814,8963800,madison,chandlder,29,luckman place,hd ticmera,pearl beach,2133,nsw,19930607,8841314
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
joshua,moody,15,glover street,el-woodaro,warren,2304,qld,19580620,9224762,joshua,raward,26,yambina cerscent,thorndale,macgrdgor,4718,qld,,9086686
blake,howie,1,cutlack street,belmont park belted galloway stud,budgewoi,6017,vic,19250301,5180548,blake,white,198,boldrewood street,winterp ark,nunawading,2067,sa,19180815,5832531
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
luke,mcphie,20,wheadon street,beltunga,christmas creek,6058,nsw,19110123,8869942,luke,boyle,1525,fawkne rstreet,,roxburgh park,2343,nsw,19701125,2420976
madison,coltman,5,cowlishaw street,tathra river est,goonellabah,3075,vic,19560602,2561010,madison,morrison,38,peacock place,melim a,campbelltown,3021,wa,19481214,1967265
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,czarnik,10,bunbury street,glneavon,ulmarra,4252,qld,19601222,3960160
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,mason,19,sheaffe street,,burwood,2507,nsw,19461025,4113226
harry,boyes,14,kadina crescent,hobbit hole,regents park,3199,qld,19550309,6398424,harry,gaden,25,,musgrave house,surry ills,3216,vic,19770407,5999211
harry,rollins,22,antill street,valbella,mount isa,3142,wa,19240905,5927194,harry,blake,36,cowlishaw street,sommerse tpark,kahibah,3073,qld,19400401,2348791
catherine,dolzan,8,burrinjuck crescent,bakers creek,west kempsey,2615,nsw,19441222,8238507,catherine,dolzan,9,bakersc reek,burrinjucr crescent,west kempsey,2615,nsw,19441222,8238507
caitlin,de boar,21,crisp street,section,jan juc,5400,nsw,19460307,3080624,caitlin,basey,414,pelsart street,st francis vlge,daisyh ill,2113,nsw,19110711,7811311
thomas,monis,30,schofield place,duck creek,terrey hills,2145,nsw,19620331,3724382,thomas,butt,11,freeling crescent,mylo house hostel,port fairy,2486,nsw,19311128,4301794
nicholas,beattie,7,edmondson street,goughs bay,modbury,2036,wa,19170811,3374275,nicholas,scantlebury,25,kambah vlge,casuarina sh oppingsqre,fish creek,3585,nsw,19370405,8589026
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,neville,71,pleasance place,macarthur place,wanniassa,3875,qld,19730731,5739885
isabella,spicer,19,lumeah street,lochinvah,boyne island,2780,wa,19130404,1159942,isabella,berresford,21,parraweena,norfolk street,paddington,7330,nsw,19860819,4139219
abbey,lewkowicz,33,stead place,dalamar,minchinbury,6108,nsw,19240802,1187314,abbey,malin,3,burkittl street,mailnga,north maclean,2080,vic,19850328,7401540
adam,clarke,3,skinner street,kona,woodcroft,4878,wa,19270705,7112414,adam,coleman,14,ewart sdreet,camrai village,springfield,2795,nsw,19491208,6543835
joshua,petersen,8,wybalena grove,lyra park,surry hills,3162,vic,19420824,4895026,joshua,moody,15,el-woodaro,glover street,warren,2304,qld,19580620,9224762
mitchell,ramush,1,hann street,keira,sunshine beach,3943,sa,19480321,7925486,mitchell,dent,,partridge street,elizabeth residential village,ballarat,2285,vic,19900531,1162702
william,colquhoun,955,smalley circuit,villa 3,harbord,2200,vic,19141107,1327358,william,pia zza,219,monfries place,weemilah,pymble,5605,nsw,19150522,8044732
joshua,green,13,duncan street,euroka,artarmon,4871,qld,19970505,4108253,joshua,stalney,1,weddin circuit,rocklands,cabraatta,7320,nsw,19381229,5425400
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,webb,25,toolambi street,villa 235 henry kendall vlge,helens hill,6166,sa,19470715,1945645
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,lowry,80,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708,6616912
mitchell,mason,5,hurtle avenue,lucerne park,telangatuk,4812,qld,19130817,9172315,mitchell,lex,8,dexter street,blythlands,upper coomera,2011,nsw,19430227,9870170
ella,browne,35,tanjil loop,cedarview,berkeley vale,4564,qld,19480726,6646608,ella,wedmaier,7,duffystreet,glenpora,eulxo,2020,qld,19410630,4581426
rhys,horsley,11,,calala farm,sale,7310,wa,19070227,5179281,rhys,dugdale,9,port jackson circuit,ainslieh ouse,rydge,7009,nsw,19010725,5007081
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,grubb,10,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211,6333533
callum,jancek,22,darley place,garema place surgery,ballarat north,4745,nsw,19201229,2980733,callum,wheatley,3,john cleland crescent,murrong,florey,2063,nsw,19651106,9895199
john-paul,parr,22,david street,greater cess vill,croydon north,4737,wa,19800811,8703902,john-paul,pra,22,david street,greater ce ss vill,croydon north,4737,wa,19800811,8703902
sophie,mason,20,johnson place,mt providence hostel,hope valley,6056,wa,19580507,9799282,sophie,coulson,8,blackburn street,,mansfield park,5097,nsw,19690320,9010006
sophie,grosser,86,tryon street,bethel hostel,bull creek,3875,wa,19011031,6415988,sophie,ballantyne,32,solomon crescent,vill a 3,whittington,3223,nsw,19111219,8261379
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,reid,32,ina gregory circuit,john flynn medical centre,camira,3172,nsw,19041113,8734967
sophie,wynne,25,leahy close,box range,beechboro,2340,wa,19940105,5948897,sophie,noble,1,yambina crescent,sefton park,rues,6210,nsw,19440101,3325291
sienna,richmond,37,kitchener street,reynolds dale,whitebridge,2151,wa,19440523,4917696,sienna,rya,3,laycock place,,lalor,4702,nsw,19680321,4809923
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,webb,25,toolambi street,villa 235 henry kendall vlge,helens hill,6166,sa,19470715,1945645
,felmingham,49,gawler crescent,wingara,wynnum west,6159,nsw,19920718,7791969,,garanggar,,may maxwell crescent,springettst arcade,forest hill,2342,vic,19921016,1366884
jacob,maynard,11,lutana street,caprice,lower templestowe,2720,nsw,19370219,2009297,jacob,delfos,102,morgan crescent,valicare,geurie,4557,act,19510208,4071052
noah,bishop,23,shannon circuit,eriswell park,south perth,4551,nsw,19210214,5100494,noah,fusco,65,kruseplace,thepoints h olsteins,kununurra,3400,nsw,19490107,9136935
sophie,mason,20,johnson place,mt providence hostel,hope valley,6056,wa,19580507,9799282,sophie,noble,1,yambina crescent,sefton park,rues,6210,nsw,19440101,3325291
benjamin,paine,277,,rose lane centre,glengowrie,2046,vic,19531018,3571554,benjamin,morr ison,16,kingscotecrescent,malanda orchard,sanctuary point,0280,nws,19761231,3201927
,farrimond,57,tank street,hilltop hostel rowethorpe,modbury,2650,qld,19061111,3876047,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,noble,10,costello circuit,the manor braeside,bicton,2290,qld,19710327,9357658
connor,moscarda,20,lindsay street,shepherds hill,mount beauty,2319,nsw,19010223,1065886,connor,arda,35,,summervale,port macquarie,2530,wa,19750417,9721130
,webb,15,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207,5897606,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
sarah,grosvenor,190,moyes crescent,hillcourt,ballarat,6155,nsw,,6043963,sarah,paterson,57,ginganastreet,st francus village,williamstown,2784,wa,19011215,6278915
benjamin,capel,177,clive steele avenue,spq camp,woongarra,4207,qld,19090522,4415928,benjamin,moody,43,fernyhough crescent,huongold,port augusta,3192,vic,19180612,4887764
,collinson,8,parrabel place,fraser lodge,elwood,2420,vic,19100819,5602774,,collibnson,8,parrabel place,fraser lodge,elwozoc,2420,vic,19100819,5602774
finn,ryan,5,spowers circuit,champsaur,coombabah,2536,vic,19500807,3429777,finn,eckersley-maslin,2,ebden sgreet,kondalilla,harden,6564,nsw,19360522,9218750
lily,musolino,13,fernyhough crescent,gunn's gully,burwood east,2097,qld,19600226,9776077,lily,innis,57,harricks crescent,yarramdale,st albans,3002,qld,19880321,2533253
michael,seib,107,spain place,heritage est,carine,3802,tas,19520914,7908615,michael,plessnitzer,26,william webbodrive,rockview,cowra,3023,nsw,19800518,3756443
caleb,deakin,61,clem hill street,rowethorpe,craigmore,4285,nsw,19930428,2238546,caleb,dabinet,30,springfields farms,rodway tsreet,mount ommaney,3133,qld,19040620,2071263
ella,browne,35,tanjil loop,cedarview,berkeley vale,4564,qld,19480726,6646608,ella,browwne,35,tanjil loop,cedavriew,berkeley vale,4564,qld,19480726,6646608
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,noble,10,costello circuit,the manor braeside,bicton,2290,qld,19710327,9357658
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,reid,32,ina gregory circuit,john flynn medical centre,camira,3172,nsw,19041113,8734967
samuel,coulson,1186,wheatley street,kintyre,acland,3183,qld,19050630,1100698,samuel,gilbertson,7,phillips place,bulliac str eet,brewarrina,6151,qld,19581011,9448590
alexander,jeffries,45,keartland street,,northbridge,3043,vic,19770408,3206197,alexander,priedt,41,manu place,,bundeena,4701,qld,19420417,9205694
tommy,matthews,23,quiros street,lift,north ryde,2229,wa,19051224,9644815,tommy,white,4,preston street,ben hlil,wahroonga,2230,wa,19161007,3053568
benjamin,capel,177,clive steele avenue,spq camp,woongarra,4207,qld,19090522,4415928,benjamin,lowe,45,macrossan crescent,,kingdton,6075,nsw,19250611,5513136
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,monda,54,burrinjuck crescent,,aubrun,3345,nsw,19041125,9464025
,clarke,14,,rowethorpe,newcastle,2220,vic,19670314,9542197,,noble,10,costello circuit,the manor braeside,bicton,2290,qld,19710327,9357658
jack,moscatt,15,hosking place,,st kilda east,2600,vic,19611218,2565922,jack,wang,,elliott street,stoney creek,norw ood,2147,nsw,19970913,5004938
caitlin,de boar,21,crisp street,section,jan juc,5400,nsw,19460307,3080624,caitlin,dominey,2,,kilbutnie,plainby,6018,nsw,19761113,3992744
emma,thorpe,60,sharwood crescent,wyuna,warriewood,4510,vic,19211218,3969676,emma,madigan,15,blackwellcircuit,tintagel,dianella,0820,sa,19871218,5096835
georgia,glover-smith,34,howse street,,raby,5340,wa,19790813,8934327,georgia,lionis,,fitchett street,summerh hill,dundowran,5520,vic,19910624,7770207
ethan,paine,111,galloway street,hvd cottage,largs,4680,vic,19190329,5356894,ethan,hand,1,lambrigg sitreet,rainmore,sout perth,5075,vic,19411222,3559682
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,lowry,80,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708,6616912
lachlan,crouch,21,northbourne avenue,navillus,sherwood,4305,qld,19781007,5148084,lachlan,pacey,15,wilshire street,cypress mgarden,wendouree,2770,,19711111,4723081
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,grainger,31,,vinda oldge,winthrop,3629,vic,19251017,9094252
lachlan,rawlings,49,lochleigh,whispering pines,coonamble,2019,nsw,19261022,9145105,lachlan,pacey,15,wilshire street,cypress mgarden,wendouree,2770,,19711111,4723081
lily,matthews,57,captain cook crescent,,matraville,2774,vic,19420708,9637615,lily,innis,57,harricks crescent,yarramdale,st albans,3002,qld,19880321,2533253
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,white,72,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216,9731855
benjamin,everett,17,herron crescent,redhill,forrestfield,3550,nsw,19621023,2043392,benjamin,bellon,11,croton street,omaru,artarmon,4406,nsw,19120805,3089666
nicholas,leung,40,moorhouse street,two tree hill,boondoola,3732,vic,19951115,7261271,nicholas,mycko,259,alma close,farm shed,centennail park,3000,qld,19450728,3274337
thomas,berry,3,moruya circuit,glenview,mansfield,4077,nsw,19580917,8025349,thomas,butt,11,freeling crescent,mylo house hostel,port fairy,2486,nsw,19311128,4301794
caleb,roberts-yates,40,millpost close,bandera,cobar,3500,qld,19670914,5399458,caleb,dabinet,30,springfields farms,rodway tsreet,mount ommaney,3133,qld,19040620,2071263
madeleine,bradshaw,90,burkitt street,mindaree,tuart hill,3300,nsw,19180720,9562529,madeleine,nevin,85,majurs road,rocklznds,st kilda east,2092,sa,19230620,3536031
nicholas,wheatley,64,cox street,venture,fennell bay,4740,qld,19681129,6155450,nicholas,huxley,,blackbutt street,burnside,unanderra,2213,vic,19761203,8423125
luke,karlsen,119,mckenzie street,moonee beach caravan park,woodlands,2224,vic,19060425,3838005,luke,paterson,80,rischbieth crescent,rooganore,spearwood,4035,vic,19120208,7700965
ruby,bellchambers,298,winnecke street,siesta caravn park,mosman,2330,tas,19140325,2384529,ruby,warrior,5,ironbarkcrescent,margaret river carvn park,penshurst,3075,vic,19550812,5870334
,felmingham,49,gawler crescent,wingara,wynnum west,6159,nsw,19920718,7791969,,ebert,69,rapanea street,pangabi,,6061,nsw,19310909,9105802
luke,broadhead,44,sewell place,golden down,waterloo corner,3123,qld,19571018,8632021,luke,mccartyy,5,bandjalongcrescent,,north curl curl,2160,nsw,19521124,9203828
hayley,roles,4,newlop street,rabbit warren,acacia ridge,2770,vic,19581005,7340730,hayley,bishop,9,lindsaystreet,lindis faime,blackmans bay,4163,wa,19210517,3857962
,white,28,young street,ripplevale,maydena,3102,nsw,19260930,2545305,,green,48,spowers cricuit,,labrador,5063,nsw,19421213,8321036
abbey,dixon,1,marcus clarke street,grasmere park,scarborough,3141,qld,19441008,8127929,abbey,parfilo,13,chandler street,,albany creek,2065,vic,19891112,8843836
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
benjamin,lovelock,1,tanumbirini street,apmnt 203,willetton,4570,nsw,19980628,6282406,benjamin,lowe,45,macrossan crescent,,kingdton,6075,nsw,19250611,5513136
timothy,modystach,32,julia flynn avenue,rcg centre,charlestown,4655,vic,19671125,2430623,timothy,bishop,8,zox circuit,,lismore,2168,vic,19771008,3069847
mitchell,wheatley,63,embling street,,mongarlowe,2795,qld,19641102,3016745,mitchell,flannery,2,wilkins street,paradise syprings,toowoomba,5088,vic,19581016,8712141
riley,mort,4,shirra close,the meadows,kalamunda,0880,nsw,19870801,4540256,riley,whie,22,william husdon crescent,brentwood vlge,burnside,3064,qld,19941028,3083448
,leslie,925,carpenter close,,canterbury,2340,vic,19950608,2438058,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
joshua,akot,8,edmunds place,villa 18,dapto,6071,vic,19010703,3188786,joshua,webb,63,decker place,docker rivercommunity,morphettville,2420,nsw,19690619,9196315
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,reid,32,ina gregory circuit,john flynn medical centre,camira,3172,nsw,19041113,8734967
ella,estcourt,12,gellatly place,mayfair,braddon,3850,nsw,19090814,2110759,ella,campain,2,bimbiang nc rescent,st john of god hospital,seven hills,2160,vic,19900406,8809552
michael,boyle,3,river street,,lakemba,2611,vic,19091217,7962096,michael,shepherd,39,pinkerton c ircuit,millwood,camira,3378,nsw,19301008,3537158
jessica,bradshaw,,wheadon street,yarrabin,minyip,2290,nsw,19080415,5572327,jessica,dixon,161,fred johns crescent,,eaglehawk,3556,qld,19281113,6245244
lauren,weltman,6,tewksbury circuit,heritage estate,evans head,6330,nsw,19840930,9462453,lauren,shack,345,rushbroo k circuit,research station,warrandyte,4740,tas,19590103,1987058
joshua,pringle,13,fred johns crescent,glenview,elwood,2640,sa,19720127,9406321,joshua,webb,63,decker place,docker rivercommunity,morphettville,2420,nsw,19690619,9196315
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,reid,11,,green lzgoon,camp hill,6026,vic,19671214,5483640
zachary,thorpe,101,o'shanassy street,northwest medical centre,cobains,5242,nsw,19340712,2541552,zachary,hulands,51,caley crescent,,albany creek,5161,tas,19360826,9722255
michael,cochrane,7,monaro crescent,ballarkona,hendra,4128,qld,19361016,5263623,michael,shepherd,39,pinkerton c ircuit,millwood,camira,3378,nsw,19301008,3537158
michael,seib,107,spain place,heritage est,carine,3802,tas,19520914,7908615,michael,shepherd,39,pinkerton c ircuit,millwood,camira,3378,nsw,19301008,3537158
,fullerton,20,leichhardt street,gostwyck,chelsea heights,6107,nsw,19620113,4058902,,maier,36,,pine view,rydd,4070,nsw,19020410,4418189
jack,katarski,3,lange place,rose gardens touri,rowville,3975,qld,19320704,8850947,jack,wang,,elliott street,stoney creek,norw ood,2147,nsw,19970913,5004938
georgia,rees,40,maclaurin crescent,spring creek,fullarton,6233,nsw,19210305,5595588,georgia,beams,12,,sunnybank garden,rochedale south,2116,vic,19701121,4356806
joshua,heron,23,dooring street,drypoint,barraba,4214,nsw,19700227,6931228,joshua,capel,1,clive steele avenue,spq acmp,woonrara,4207,qld,19090522,4415928
lachlan,nguyen,70,bushby close,locheil,wilson,5046,nsw,19660926,4360586,lachlan,bottroff,92,,quandilala,brone,4670,nsw,19641111,4134354
riley,rees,9,archibald street,wispering pines,coonabarabran,5162,wa,19700922,4932145,riley,godfrey,300,clift ck,the lodge,oakwood,3108,nsw,19451121,3493339
,lund,109,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902,7074690,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
lachlan,hage,34,ballumbir street,opal cove resort,newmarket,6061,nsw,19850523,3230581,lachlan,rawlibs,49,lochleugh,whispering pines,coonamble,2089,nsw,19261022,9145105
thomas,carbone,94,summerville crescent,flt 45,geraldton,2229,vic,19070308,3226668,thomas,butt,11,freeling crescent,mylo house hostel,port fairy,2486,nsw,19311128,4301794
joshua,green,13,duncan street,euroka,artarmon,4871,qld,19970505,4108253,joshua,webb,63,decker place,docker rivercommunity,morphettville,2420,nsw,19690619,9196315
adam,adair,14,wattle street,red arrow,albany creek,2825,nsw,19560420,1699586,adam,ewald,,wentcher place,longstay caravn park,kempsey,5902,nsw,19180203,2268410
dylan,blacklow,7,stenhouse close,flr 5 john flynn medical centre,vermont,2538,nsw,19390222,8225337,dylan,blacklow,100,stenhouse close,flr 5 john flynn medical centre,vermony,2538,nsw,19399222,8225337
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,gibb,35,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430,3651633
,felmingham,49,gawler crescent,wingara,wynnum west,6159,nsw,19920718,7791969,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
lochlan,reifferscheidt,626,carrington road,haigh park,eaton,4172,vic,19020119,6477624,lochlan,weaver,30,carnegie crescent,gantham,wendouree,3197,nsw,19990511,4335106
,white,28,young street,ripplevale,maydena,3102,nsw,19260930,2545305,,reid,32,ina gregory circuit,john flynn medical centre,camira,3172,nsw,19041113,8734967
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
emiily,nguyen,215,lelta place,yanalah,nowra,4179,qld,19091124,2809085,emiily,green,31,applgelen,julius street,mount colah,2290,vic,19310530,7373124
mikayla,mainero,54,haddon street,monkani,graceville,2250,vic,19240330,1458740,mikayla,nguyen,11,jaunceyucourt,karinyag ardns,helidon,5197,nsw,19030122,3964863
lachlan,rawlings,49,lochleigh,whispering pines,coonamble,2019,nsw,19261022,9145105,lachlan,bottroff,92,,quandilala,brone,4670,nsw,19641111,4134354
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,green,48,spowers cricuit,,labrador,5063,nsw,19421213,8321036
georgia,simmonds,16,hurley street,iowanna,mittagong,2100,nsw,19230413,5714719,georgia,glover-smith,34,howse street,,rab,5340,wa,19790813,8934327
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,reid,11,,green lzgoon,camp hill,6026,vic,19671214,5483640
sophie,blackwell,34,nott street,jorobe,lansvale,6149,nsw,19501128,7543684,sophie,masojn,23,,,greensborough,2020,qld,19341211,7259553
riley,okoniewski,91,howitt street,rp 24089,rylstone,6174,vic,19101121,1234018,riley,godfrey,300,clift ck,the lodge,oakwood,3108,nsw,19451121,3493339
john,homann,27,sid barnes crescent,king river palms c8,cranbourne,5159,nsw,19461027,4896844,john,tuke,,moore street,cuthbertscourt,castlemaine,4558,qld,19570904,4216956
lachlan,hage,34,ballumbir street,opal cove resort,newmarket,6061,nsw,19850523,3230581,lachlan,shephaerd,1,grainger circuit,willandra,adaminaby,7250,nsw,19080122,3139543
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520,2120525,,green,48,spowers cricuit,,labrador,5063,nsw,19421213,8321036
isabella,spicer,19,lumeah street,lochinvah,boyne island,2780,wa,19130404,1159942,isabella,spikcer,,lumeah street,lochinvah,boyne island,2780,wa,19130404,1159942
joshua,coleman,16,mosman place,aralee,kooyong,3431,nsw,19501024,2640319,joshua,lowe,15,patton place,redlands,tarcutta,4705,sa,19120201,7132911
chloe,grosvenor,13,clyne place,waddi,scarness,2478,nsw,19800606,2830335,chloe,condo,36,yabsley place,munmurar park,mackay north,5082,nsw,19170115,7153959
,robson,10,flegg crescent,kuliup,woongarrah,3149,nsw,19880603,6084403,,ryan,20,ashburton circuit,wilderness,cressy,2580,vic,19560126,3864187
madison,blake,17,owen crescent,pontresina,burraneer,4701,vic,19470410,6459959,madison,chandlder,29,luckman place,hd ticmera,pearl beach,2133,nsw,19930607,8841314
blake,howie,1,cutlack street,belmont park belted galloway stud,budgewoi,6017,vic,19250301,5180548,blake,seted,17,chirnside circuit,rosetta village,balwyn north,2731,qld,19880408,3748565
thomas,monis,30,schofield place,duck creek,terrey hills,2145,nsw,19620331,3724382,thomas,kinnane,10,centaurus street,water vew,bondi junction,2010,nsw,19700907,9269196
,dojcic,15,barraclough crescent,brookvale,tolga,2025,qld,19990331,7180320,,braithwaite,29,tweed p lace,brileen,cabramatta,5051,vic,19740815,8052512
,lowry,6,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708,6616912,,dixovn,4,tytherleigh street,,albany creek,2097,nsw,19040831,8170333
hannah,morrison,14,strzelecki crescent,orchid square,auburn,2151,qld,19010126,4820527,hannah,white,2,gallagher xtreet,fairholme,aspendale gardens,2580,nsw,19840119,9007134
daniel,rollins,22,hemmings crescent,flt 68,wantirna,3916,nsw,19840108,9812011,daniel,white,1,albermarke place,summer hill,brierfield,3810,sa,19870703,8258879
benjamin,lovelock,1,tanumbirini street,apmnt 203,willetton,4570,nsw,19980628,6282406,benjamin,morr ison,16,kingscotecrescent,malanda orchard,sanctuary point,0280,nws,19761231,3201927
david,stapenell,31,gosse street,treetops,new farm,2582,qld,19710118,6109183,david,sette,105,spring raghe road,jessiefield,villawood,2213,wa,19950603,9471099
michael,acciairresa,18,eyre street,george forbes house,preston,4218,vic,19580720,5106898,michael,daech,55,batman street,rockview,salisbury east,3523,nsw,19130907,9846815
benjamin,everett,17,herron crescent,redhill,forrestfield,3550,nsw,19621023,2043392,benjamin,green,12,woolner circuit,mirani,reynella,2905,sa,,8195933
bailey,petersen,1,goodman street,nioka,plympton south,4214,qld,19090102,3547315,bailey,satte rley,28,newman morcbis circuit,carrington garden,beamont,2074,nsw,19730919,1989082
sophie,wynne,25,leahy close,box range,beechboro,2340,wa,19940105,5948897,sophie,coulson,8,blackburn street,,mansfield park,5097,nsw,19690320,9010006
riley,rees,9,archibald street,wispering pines,coonabarabran,5162,wa,19700922,4932145,riley,lamprey,22,embleystreet,,hinchinbrook,3199,vic,19851029,8710851
adam,smithson,4,newman morris circuit,medical centre,springwood,2087,nsw,19181006,7935674,adam,ewald,,wentcher place,longstay caravn park,kempsey,5902,nsw,19180203,2268410
,gilbertson,5,goodwin street,court units,ethelton,2193,qld,19020904,2879807,,noble,10,costello circuit,the manor braeside,bicton,2290,qld,19710327,9357658
timothy,plume,130,forsythe street,breakaway creek es,barrington,5032,vic,19861022,6729470,timothy,bishop,8,zox circuit,,lismore,2168,vic,19771008,3069847
juliana,watkin,18,feint street,laura pengilly wing,doubleview,4032,qld,19710311,8665714,juliana,akkermans,24,northwood park,jondol place,holswothy,4068,nsw,19970330,5071393
emiily,nguyen,215,lelta place,yanalah,nowra,4179,qld,19091124,2809085,emiily,millar,80,river street,canberra hse,nunawading,3340,vic,19380318,2340041
daniel,mason,10,hazel smith crescent,grant patch,rochedale south,3688,vic,19900531,3210073,daniel,callahtn,119,halifax close,medical ce ntre,smythesdale,2400,nsw,19530309,3925704
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,reid,32,ina gregory circuit,john flynn medical centre,camira,3172,nsw,19041113,8734967
,collinson,8,parrabel place,fraser lodge,elwood,2420,vic,19100819,5602774,,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275
joshua,pringle,13,fred johns crescent,glenview,elwood,2640,sa,19720127,9406321,joshua,lowe,15,patton place,redlands,tarcutta,4705,sa,19120201,7132911
john-paul,parr,22,david street,greater cess vill,croydon north,4737,wa,19800811,8703902,john,tuke,,moore street,cuthbertscourt,castlemaine,4558,qld,19570904,4216956
,muthukuda,11,waratah street,keira,thornlie,0820,vic,19890328,5670243,,monda,54,burrinjuck crescent,,aubrun,3345,nsw,19041125,9464025
mitchell,ramush,1,hann street,keira,sunshine beach,3943,sa,19480321,7925486,mitchell,hunting,14,catchpole qtreet,windara,,3155,qld,19050619,4197943
