given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,coleman,16,mosman place,aarlee,koouong,3432,nsw,19501024,2640319
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,white,85,hindmarsh drive,hobbi t hole,nambour,3840,vic,19230425,7052918
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,clarke,100,hurley street,phoenix park stud,nollamara,2145,vci,19340629,1162090
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,webb,10,beetaloo street,tongxroo,brigthon,6110,qld,19040213,5702764
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,,203,inlander crescent,,bacchus marsh,5353,nsw,19390804,5849743
alexandra,newberry,69,earle place,broome vacation village,wallsend,3749,nsw,19691006,5799594,alexandra,vinaev,88,kinsella street,brentwood village,leetokn,2045,act,19161210,5025450
alexandra,newberry,69,earle place,broome vacation village,wallsend,3749,nsw,19691006,5799594,alexandra,milalr,1,loureirostreet,kill arney,alice springs,4230,vic,19180327,8677356
alexandra,newberry,69,earle place,broome vacation village,wallsend,3749,nsw,19691006,5799594,alexandra,giordano,32,crozier circuit,marsden forest,samflrd,4680,vic,19341104,7610250
catherine,crouch,23,jindivik place,shiloah,mosman,3953,nsw,19890926,4741965,catherine,bishrp,29,stapylton street,,box hill south,2260,vic,19410527,6228462
mitchell,white,72,lambrigg street,kelgoola,broadbeach waters,3150,vic,19620216,9731855,mitchell,hruby,23,illidge place,milrbodale,crescent head,6225,qld,19790712,3945815
mitchell,white,72,lambrigg street,kelgoola,broadbeach waters,3150,vic,19620216,9731855,mitchell,gohl,165,must circuit,dorothy genders vlge,surrey hills,4130,vic,19410517,2812221
sophie,morrison,11,waller crescent,hmas cerberus,loganlea,3175,vic,19420302,7721195,sophie,campbll,61,belconnen way,hazel hill,,2323,qld,19210520,9019644
lynton,leonavicius,7,mcilwraith close,leitrim,kolora,4405,wa,19511227,8167665,lynton,leonavicius,7,mcilwraith close,leitrim,kolora,4401,wa,19511227,8167665
nathan,simmonds,86,aspinall street,southwold,,3556,nsw,19230105,8217104,nathan,green,10,franc p lace,tara p ark,marsden,3337,qld,19060131,8615544
nathan,simmonds,86,aspinall street,southwold,,3556,nsw,19230105,8217104,nathan,otten,,sanford place,howie ci rcuit,little mountain,2448,nsw,19511207,6076799
benjamin,miles,15,totterdell street,poplar bend,acton,6317,qld,19830303,4385595,benjamin,lette,34,condami nestreet,arcadia,silverdale,4670,nsw,19600502,7897136
benjamin,miles,15,totterdell street,poplar bend,acton,6317,qld,19830303,4385595,benjamin,boccukzzo,1,ashley drive,oyster farm,buckleboo,3165,sa,19730308,5401507
benjamin,miles,15,totterdell street,poplar bend,acton,6317,qld,19830303,4385595,benjamin,mcclelland,16,brodribb street,vill a 18,noble park,6714,vic,19470605,5728937
benjamin,miles,15,totterdell street,poplar bend,acton,6317,qld,19830303,4385595,benjamin,rivers,31,barlow street,doribkn,alice springs,2298,vic,19160517,4713796
emiily,roff,5,darwinia terrace,loma,hawthorn,3173,sa,19600518,9178046,emiily,finlay,61,coranderrk street,,ulverstone,3043,vic,19070731,9964204
emiily,roff,5,darwinia terrace,loma,hawthorn,3173,sa,19600518,9178046,emiily,boyle,25,bega fl ats,rose valley farm,loganlea,3141,wa,19220406,5388162
emiily,roff,5,darwinia terrace,loma,hawthorn,3173,sa,19600518,9178046,emiily,excell,10,druittplace,tharlane,salisbury,3478,vic,19390713,5109979
emiily,roff,5,darwinia terrace,loma,hawthorn,3173,sa,19600518,9178046,emiily,boulter,12,drevermsnn street,manil,currimundi,3030,nsw,19770628,4873584
alicia,riddei,11,elvire place,swanleigh,allawah,2440,qld,19620629,2718027,alicia,whiet,10,madigan dtreet,,barraba,3055,nsw,19620821,4067329
alicia,riddei,11,elvire place,swanleigh,allawah,2440,qld,19620629,2718027,alicia,curry,51,,yarrandoo,loganholme,4118,vic,19340827,2973687
alicia,riddei,11,elvire place,swanleigh,allawah,2440,qld,19620629,2718027,alicia,beat y,6,thomas scitt village,fred williams crescent,mackay north,2074,nsw,19591014,7678577
emiily,campbell,26,oakwood place,the wedge,bogangar,4214,nsw,19810407,5373209,emiily,finlay,61,coranderrk street,,ulverstone,3043,vic,19070731,9964204
emiily,campbell,26,oakwood place,the wedge,bogangar,4214,nsw,19810407,5373209,emiily,boyle,25,bega fl ats,rose valley farm,loganlea,3141,wa,19220406,5388162
emiily,campbell,26,oakwood place,the wedge,bogangar,4214,nsw,19810407,5373209,emiily,excell,10,druittplace,tharlane,salisbury,3478,vic,19390713,5109979
emiily,campbell,26,oakwood place,the wedge,bogangar,4214,nsw,19810407,5373209,emiily,boulter,12,drevermsnn street,manil,currimundi,3030,nsw,19770628,4873584
courtney,white,4,green street,armidale private hospital,launching place,2800,nsw,,6763868,courtney,whuet,4,green street,armidale private hospital,launching place,2800,nsw,,6763868
cooper,humphreys,1,kulgera street,villa 3,st albans,4413,nsw,19300226,7614633,cooper,webb,34,namadgi circuit,fernale,newcastle,2566,nsw,19621205,8131556
cooper,humphreys,1,kulgera street,villa 3,st albans,4413,nsw,19300226,7614633,cooper,kerrod,,irvin e street,lorong kspong,goodna,2176,vic,19870610,1351213
cooper,humphreys,1,kulgera street,villa 3,st albans,4413,nsw,19300226,7614633,cooper,girdnler,9,arid place,,burwood,2577,vic,19630327,3241612
cooper,humphreys,1,kulgera street,villa 3,st albans,4413,nsw,19300226,7614633,cooper,reid,11,,australianfair west,callala bay,4220,nsw,19080313,7357404
cooper,humphreys,1,kulgera street,villa 3,st albans,4413,nsw,19300226,7614633,cooper,lemke,22,albermarle place,iron shoe lodge,thornbury,3802,qld,19881107,7332841
courtney,weller,35,florence taylor street,flt 61,vermont,4352,vic,19910120,7615385,courtney,whuet,4,green street,armidale private hospital,launching place,2800,nsw,,6763868
nathan,campbell,14,la perouse street,st francis room,glengowrie,6148,qld,19060719,2639541,nathan,green,10,franc p lace,tara p ark,marsden,3337,qld,19060131,8615544
nathan,campbell,14,la perouse street,st francis room,glengowrie,6148,qld,19060719,2639541,nathan,otten,,sanford place,howie ci rcuit,little mountain,2448,nsw,19511207,6076799
nicholas,jolly,8,piddington street,rosehill,burnside,0872,nsw,19011217,7662074,nicholas,campbell,23,birchallsetreet,karsul,carnegie,2587,act,19690319,1631489
nicholas,jolly,8,piddington street,rosehill,burnside,0872,nsw,19011217,7662074,nicholas,desantis,114,badcoe street,unioncolalge,elermo re vale,3420,nsw,19970305,4864589
harry,beattie,91,watson street,yengola,kempsey,2536,nsw,19831227,6262171,harry,matthews,1,dalmancrescent,timbara,leongatha south,2519,vic,19110203,4984322
jordan,allegretto,22,stacy street,b,bonnyrigg,2069,nsw,19380915,1390998,jordan,campbell,3,,lamont park,garbutt,2207,vic,19490816,3930891
jordan,allegretto,22,stacy street,b,bonnyrigg,2069,nsw,19380915,1390998,jordan,kondkaov,,fleay place,stocklandcrairns,clayton,2640,,19270806,9875648
benjamin,donaldson,34,dunoon street,westwood homestead,st albans,2611,nsw,19331111,2281465,benjamin,lette,34,condami nestreet,arcadia,silverdale,4670,nsw,19600502,7897136
benjamin,donaldson,34,dunoon street,westwood homestead,st albans,2611,nsw,19331111,2281465,benjamin,boccukzzo,1,ashley drive,oyster farm,buckleboo,3165,sa,19730308,5401507
benjamin,donaldson,34,dunoon street,westwood homestead,st albans,2611,nsw,19331111,2281465,benjamin,mcclelland,16,brodribb street,vill a 18,noble park,6714,vic,19470605,5728937
benjamin,donaldson,34,dunoon street,westwood homestead,st albans,2611,nsw,19331111,2281465,benjamin,rivers,31,barlow street,doribkn,alice springs,2298,vic,19160517,4713796
jessica,cadman,102,aronson crescent,lamington national,carlingford,2089,vic,19431126,7278796,jessica,goode,24,gundamain,devonport street,tanilba bay,6104,qld,19620120,3222738
jessica,cadman,102,aronson crescent,lamington national,carlingford,2089,vic,19431126,7278796,jessica,lowe,,windeyer street,mt matrin,ridleyton,7279,,19120708,8511839
jessica,cadman,102,aronson crescent,lamington national,carlingford,2089,vic,19431126,7278796,jessica,claffey,102,aronsoncrescent,lamingtonunatlional,wynnum west,2080,vic,19431126,7278796
thomas,martinovic,24,ivo whitton circuit,the stockyards,greenwith,7307,qld,19801111,4222783,thomas,butt,,hindmarshdrive,mayflower rtermnt vlge,currans hill,3799,qld,19290620,2143953
thomas,martinovic,24,ivo whitton circuit,the stockyards,greenwith,7307,qld,19801111,4222783,thomas,slack-smith,106,hawkenstreet,emmaus vlge,kirwxn,2566,vic,19900607,2094894
thomas,martinovic,24,ivo whitton circuit,the stockyards,greenwith,7307,qld,19801111,4222783,thomas,brain,22,holmes c rescent,anstee court,hackham west,3465,vic,19711119,6218887
thomas,martinovic,24,ivo whitton circuit,the stockyards,greenwith,7307,qld,19801111,4222783,thomas,haggett,7,nangi place,,jesmond,3172,vic,19040405,2872424
nikki,green,25,chisholm street,lazy acres,balwyn north,4413,wa,19630816,8182676,nikki,jaruic,13,renmark street,parishlorne,chester hill,2106,nsw,19520401,9272910
liam,jolly,10,endeavour street,pinnacles caravn park,mansfield,7310,qld,19931105,2505329,liam,gani,95,bramston st reet,,modbury eh ights,5013,qld,19831203,1175982
liam,jolly,10,endeavour street,pinnacles caravn park,mansfield,7310,qld,19931105,2505329,liam,dabinet,32,boldrewood street,statue bay,mulgrave east,3121,qld,19851223,4783172
zachary,ban,4,maurice place,cabbage tree,moore,6011,sa,19710105,4571622,zachary,bradshaw,106,totterdell street,barossa village,colo hvale,3444,qld,19151219,6773922
zachary,ban,4,maurice place,cabbage tree,moore,6011,sa,19710105,4571622,zachary,clarke,250,,waiweer,rochedales outh,3550,vic,19200830,4054598
zachary,ban,4,maurice place,cabbage tree,moore,6011,sa,19710105,4571622,zachary,dixon,18,couchmancrescent,yarrimbah,wantira,2132,vic,19400312,6747606
cooper,nguyen,,burrinjuck crescent,dawlish,,6059,qld,19700104,2035745,cooper,webb,34,namadgi circuit,fernale,newcastle,2566,nsw,19621205,8131556
cooper,nguyen,,burrinjuck crescent,dawlish,,6059,qld,19700104,2035745,cooper,kerrod,,irvin e street,lorong kspong,goodna,2176,vic,19870610,1351213
cooper,nguyen,,burrinjuck crescent,dawlish,,6059,qld,19700104,2035745,cooper,girdnler,9,arid place,,burwood,2577,vic,19630327,3241612
cooper,nguyen,,burrinjuck crescent,dawlish,,6059,qld,19700104,2035745,cooper,reid,11,,australianfair west,callala bay,4220,nsw,19080313,7357404
cooper,nguyen,,burrinjuck crescent,dawlish,,6059,qld,19700104,2035745,cooper,lemke,22,albermarle place,iron shoe lodge,thornbury,3802,qld,19881107,7332841
imogen,polmear,102,macedon crescent,rowethorpe,port macquarie,2847,sa,19241217,6794742,imogen,carlington,45,mcinnes treet,parish talowahl,girilabmone,2154,nsw,19781117,7912921
imogen,polmear,102,macedon crescent,rowethorpe,port macquarie,2847,sa,19241217,6794742,imogen,camp,42,haines street,roskhill,gretna,4213,,19681214,9359429
imogen,polmear,102,macedon crescent,rowethorpe,port macquarie,2847,sa,19241217,6794742,imogen,kioscses,2,quandong street,overnewton,arundel,5024,sa,19751002,1581588
imogen,polmear,102,macedon crescent,rowethorpe,port macquarie,2847,sa,19241217,6794742,imogen,kakebz,,colebatch place,wearmotuh,torquay,2566,nsw,19591029,7623050
flynn,banham,164,starke street,stonehouse,carlingford,2444,sa,19890221,3189743,flynn,laing,191,partridge street,,goonellabah,3021,nsw,19730524,8183648
flynn,banham,164,starke street,stonehouse,carlingford,2444,sa,19890221,3189743,flynn,whitd,26,buntine crescent,berkee ly vlge,karara,3550,nsw,19980415,8345957
aiden,roche,48,eppalock street,elmwood,port lincoln,4573,wa,19400329,6195026,aiden,krishnan,44,zadow place,the me adows,terrigql,3355,qld,19670810,2542394
caitlin,cheel,,herron crescent,glen rock,bligh park,3735,nsw,19640519,3957302,caitlin,hanigan,298,,francis chambers,thornbury,5072,nsw,19680909,7831777
caitlin,cheel,,herron crescent,glen rock,bligh park,3735,nsw,19640519,3957302,caitlin,cheel,,herron cnescent,glenview,bligh park,3735,nsw,19661116,3957302
caitlin,cheel,,herron crescent,glen rock,bligh park,3735,nsw,19640519,3957302,caitlin,proctcr,364,mauldon street,finis river,blacktown,2621,qld,19261215,3136685
caitlin,cheel,,herron crescent,glen rock,bligh park,3735,nsw,19640519,3957302,caitlin,gatward,6,pokana circuit,cerbrus,thornlie,2810,nws,19790927,1186199
caitlin,cheel,,herron crescent,glen rock,bligh park,3735,nsw,19640519,3957302,caitlin,harjanta,5,darling street,,wantirna,4440,act,19340210,4039838
lucas,white,56,hacke place,carlow,prospect,4650,vic,19400902,2640399,lucas,sherrjiff,1,galloway street,renown,hoskinstown,5280,vic,19370430,7403002
lucas,white,56,hacke place,carlow,prospect,4650,vic,19400902,2640399,lucas,white,17,muresk jstreet,glenbrae,clapham,2131,qld,19420809,6988438
lucas,white,56,hacke place,carlow,prospect,4650,vic,19400902,2640399,lucas,carmody,16,halifax close,,toowoomba,4211,sa,19950414,5174809
lucas,white,56,hacke place,carlow,prospect,4650,vic,19400902,2640399,lucas,greer,14,oldfield circuit,the points holsteins,woodville gardens,7122,qld,19210425,2795703
nicole,schmook,3,grounds crescent,alice street,logan reserve,3840,tas,19860822,4490353,nicole,riddell,9,scts rck,saunders street,macquarie park,6323,nsw,19040601,8785526
isabella,,576,grimshaw street,brentwood vlge,tara,2099,qld,19440214,5901255,isabella,grieron,97,lantana l odge,mclachlan crescent,broome,2480,nsw,19840224,7676186
isabella,,576,grimshaw street,brentwood vlge,tara,2099,qld,19440214,5901255,isabella,flassman,28,mceacher ncrescent,st vincents hospital,rosbeud,2122,qld,19090623,1271090
sophie,bradshaw,18,kidston crescent,rowethorpe,geraldton,4069,vic,19380426,2830844,sophie,campbll,61,belconnen way,hazel hill,,2323,qld,19210520,9019644
cameron,mcgargil,42,jardine street,blythelands,port pirie,2135,qld,19410208,2461277,cameron,virgeln,51,wilson crescent,blacklead farm,stephens,2110,nt,19400306,5118228
cameron,mcgargil,42,jardine street,blythelands,port pirie,2135,qld,19410208,2461277,cameron,saraxh,6,blacket t crescent,cranbrook,peterborough,4710,qld,19320515,2692792
kailey,gazzola,2,napier close,bandera,sanctuary point,2830,nsw,19340729,5402689,kailey,stubbs,94,house circuit,moreton island,,4551,qld,19230318,1819847
kailey,gazzola,2,napier close,bandera,sanctuary point,2830,nsw,19340729,5402689,kailey,thredgild,20,renwick smtreet,,blacktown,4116,qld,19660923,6956824
sara,schiansky,40,fullerton crescent,tabbagong,llandilo,3020,nsw,19450822,4913489,sara,karlen,110,tarrantlcescent,kia-ora c ottage,parmelia,2145,vic,19520602,6200753
ruby,finlay,39,alabaster street,parklands village,aldinga beach,5076,qld,19780302,4984170,ruby,staude,241,,crowedn,rose bay,3249,nsw,19410115,9633722
ruby,finlay,39,alabaster street,parklands village,aldinga beach,5076,qld,19780302,4984170,ruby,mcphie,12,hambidgecrescent,namarva station,ballarat,4868,nsw,19470101,3454863
ruby,finlay,39,alabaster street,parklands village,aldinga beach,5076,qld,19780302,4984170,ruby,masoin,18,hurleystreet,openshaw,samford valley,3805,qld,19420728,1047066
ruby,finlay,39,alabaster street,parklands village,aldinga beach,5076,qld,19780302,4984170,ruby,fin ly,39,alabaster street,parklands village,aldingak beach,5076,qld,19780302,4984170
ruby,finlay,39,alabaster street,parklands village,aldinga beach,5076,qld,19780302,4984170,ruby,buccini,36,embling street,yarras est,springrbook,2209,qld,19951117,7734393
ruby,finlay,39,alabaster street,parklands village,aldinga beach,5076,qld,19780302,4984170,ruby,clarke,368,jackie howe crescent,parklands ivllage,bundabjerg,2030,nsw,19250903,9905791
michael,mainsbridge,12,cazaly close,earl haven,colac,3199,wa,19110409,9927051,michael,bulmeoster,4,lewis luxton avenue,kiola,melton south,3101,nsw,19720805,7224448
michael,mainsbridge,12,cazaly close,earl haven,colac,3199,wa,19110409,9927051,michael,webb,22,karrugangdcircuit,brentwood village,bokarina,2280,nsw,19571020,3226586
michael,mainsbridge,12,cazaly close,earl haven,colac,3199,wa,19110409,9927051,michael,cheshire,117,william hudson crescent,menora,berkeley vale,3056,act,19330820,4812124
sarah,neylon,8,wilkinson street,,guilderton,2481,nsw,19100224,3794258,sarah,,39,dines place,raycroft,daisy hill,6149,vic,19100817,8854990
sarah,neylon,8,wilkinson street,,guilderton,2481,nsw,19100224,3794258,sarah,jolly,2192,callaway c rescent,spring ridge,kingsville,3959,wa,19161127,5871517
sara,bibrowicz,46,kingscote crescent,rowethorpe,smiths beach,2026,nsw,19120602,4090488,sara,karlen,110,tarrantlcescent,kia-ora c ottage,parmelia,2145,vic,19520602,6200753
zac,george,7,fitzroy street,keonbyrne,bayswater,2560,nsw,19830315,5417788,zac,lutz,20,ragless circuit,st agnes re trmnt vlge,north sydney,6007,wa,19670911,6728130
zac,george,7,fitzroy street,keonbyrne,bayswater,2560,nsw,19830315,5417788,zac,godfrey,47,frankskplace,avenal,willetton,5083,qld,19320823,5326638
zac,george,7,fitzroy street,keonbyrne,bayswater,2560,nsw,19830315,5417788,zac,mashbperg,32,barraclough crescent,mowbray,ballina,3184,nsw,19680330,8938791
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,santi,1,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129,2102559
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,clarke,117,hurley street,weemilah,tallebugdera,4021,vic,19010403,4822857
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,garanggar,28,may maxwell crescent,springetts arcade,forest hill,2324,vic,19921016,1366884,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
jackson,clarke,1,cargelligo street,summerset,bellevue hill,3835,qld,19571105,7943648,jackson,alderman,84,,,penshjrst,3129,vic,19351218,5612815
caitlin,berry,29,carr crescent,bletchly park,corrimal east,4075,sa,19780804,2225444,caitlin,hanigan,298,,francis chambers,thornbury,5072,nsw,19680909,7831777
caitlin,berry,29,carr crescent,bletchly park,corrimal east,4075,sa,19780804,2225444,caitlin,cheel,,herron cnescent,glenview,bligh park,3735,nsw,19661116,3957302
caitlin,berry,29,carr crescent,bletchly park,corrimal east,4075,sa,19780804,2225444,caitlin,proctcr,364,mauldon street,finis river,blacktown,2621,qld,19261215,3136685
caitlin,berry,29,carr crescent,bletchly park,corrimal east,4075,sa,19780804,2225444,caitlin,gatward,6,pokana circuit,cerbrus,thornlie,2810,nws,19790927,1186199
caitlin,berry,29,carr crescent,bletchly park,corrimal east,4075,sa,19780804,2225444,caitlin,harjanta,5,darling street,,wantirna,4440,act,19340210,4039838
jackson,simmonds,4,raymond street,ainslie house,tongala,2166,nsw,19020519,8651617,jackson,alderman,84,,,penshjrst,3129,vic,19351218,5612815
chloe,white,33,gadali crescent,rondayvoo,loganlea,3029,vic,19331024,8293735,chloe,bryce-waston,9,kelleway avenue,environganic farm,dutton park,2144,nsw,19720802,2226510
isabella,longman,7,eucumbene drive,kooyong,lalor,5157,vic,19460810,4725516,isabella,grieron,97,lantana l odge,mclachlan crescent,broome,2480,nsw,19840224,7676186
isabella,longman,7,eucumbene drive,kooyong,lalor,5157,vic,19460810,4725516,isabella,flassman,28,mceacher ncrescent,st vincents hospital,rosbeud,2122,qld,19090623,1271090
alexandra,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275,alexandra,vinaev,88,kinsella street,brentwood village,leetokn,2045,act,19161210,5025450
alexandra,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275,alexandra,milalr,1,loureirostreet,kill arney,alice springs,4230,vic,19180327,8677356
alexandra,melham,21,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210,5648275,alexandra,giordano,32,crozier circuit,marsden forest,samflrd,4680,vic,19341104,7610250
harrison,george,,woronora street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821,harrison,gillard,18,melba street,ningafa,loganlea,2162,qld,19840128,8021771
harrison,george,,woronora street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821,harrison,george,,woronoar street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821
harrison,george,,woronora street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821,harrison,stirland-mitchell,176,badimars street,wirreanda vlge,port augusta,2196,qld,19040106,3551585
harrison,george,,woronora street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821,harrison,leung,36,catchpole street,,mountakn creek,3057,nsw,19640118,2584055
harrison,george,,woronora street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821,harrison,blackwsell,50,leist street,ruffenuff,christies beach,3977,vic,19570321,6072506
harrison,george,,woronora street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821,harrison,burman,24,la peroue street,bypass road,yarrawonga,2122,vic,19531122,8916268
hayley,hanna,240,burhop close,peridon vlge,ryde,2077,nsw,19491020,3697216,hayley,moody,1,lambell close,solitaire,jones yill,3013,nsw,19831231,7465219
hayley,hanna,240,burhop close,peridon vlge,ryde,2077,nsw,19491020,3697216,hayley,white,,medley tsreet,raymond terrace market place,regents park,2656,vic,19391111,6020101
hayley,hanna,240,burhop close,peridon vlge,ryde,2077,nsw,19491020,3697216,hayley,burford,7,,kooyong,little mountain,4154,vic,19640509,6451932
hayley,hanna,240,burhop close,peridon vlge,ryde,2077,nsw,19491020,3697216,hayley,stephenon,8,allawah flats,john flynn medical centre,willetton,3021,qld,19580408,5609345
hayley,hanna,240,burhop close,peridon vlge,ryde,2077,nsw,19491020,3697216,hayley,geoer,7,fitzroy street,keonyrne,bayswater,5260,nsw,19830315,5417788
amber,manson,370,barada crescent,wiltshire,hawks nest,6070,nsw,19890213,9785319,amber,heerye,,banjine street,ocher,gawler east,2750,nsw,19170811,7838600
amber,manson,370,barada crescent,wiltshire,hawks nest,6070,nsw,19890213,9785319,amber,trenchuk,38,tarrant crescent,brentwood vlge,carlinfgord,4670,qld,19850711,9303779
chelsea,tuckwell,48,atherton street,pine hill,invermay,4868,qld,19391105,9172674,chelsea,blackwell,37,grounds crescent,c/o post o ffice,emerald,4210,sa,19390203,6074956
chelsea,tuckwell,48,atherton street,pine hill,invermay,4868,qld,19391105,9172674,chelsea,miles,23,illawarra court,rosehill,greensborough,2204,qld,19950926,1751900
oliver,clarke,84,macrobertson street,white lodge,toowoomba,4077,qld,19180825,5422013,oliver,white,18,kinchela crescent,murray river queen,emu aby,2219,nsw,19340722,1420638
oliver,clarke,84,macrobertson street,white lodge,toowoomba,4077,qld,19180825,5422013,oliver,jacobus,,tiptree rescent,crestfield,lansale,4013,vic,19260331,1158763
harrison,coulson,119,backler place,,toowoomba,4350,vic,19300517,5222388,harrison,gillard,18,melba street,ningafa,loganlea,2162,qld,19840128,8021771
harrison,coulson,119,backler place,,toowoomba,4350,vic,19300517,5222388,harrison,george,,woronoar street,south melbourne market,kangaroo flat,2450,nsw,19370115,3711821
harrison,coulson,119,backler place,,toowoomba,4350,vic,19300517,5222388,harrison,stirland-mitchell,176,badimars street,wirreanda vlge,port augusta,2196,qld,19040106,3551585
harrison,coulson,119,backler place,,toowoomba,4350,vic,19300517,5222388,harrison,leung,36,catchpole street,,mountakn creek,3057,nsw,19640118,2584055
harrison,coulson,119,backler place,,toowoomba,4350,vic,19300517,5222388,harrison,blackwsell,50,leist street,ruffenuff,christies beach,3977,vic,19570321,6072506
harrison,coulson,119,backler place,,toowoomba,4350,vic,19300517,5222388,harrison,burman,24,la peroue street,bypass road,yarrawonga,2122,vic,19531122,8916268
emiily,binns,24,howell place,sec 142 hd rounsevell,ryde,2627,wa,19941108,8919080,emiily,finlay,61,coranderrk street,,ulverstone,3043,vic,19070731,9964204
emiily,binns,24,howell place,sec 142 hd rounsevell,ryde,2627,wa,19941108,8919080,emiily,boyle,25,bega fl ats,rose valley farm,loganlea,3141,wa,19220406,5388162
emiily,binns,24,howell place,sec 142 hd rounsevell,ryde,2627,wa,19941108,8919080,emiily,excell,10,druittplace,tharlane,salisbury,3478,vic,19390713,5109979
emiily,binns,24,howell place,sec 142 hd rounsevell,ryde,2627,wa,19941108,8919080,emiily,boulter,12,drevermsnn street,manil,currimundi,3030,nsw,19770628,4873584
