given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B,match
joshua,pringle,13.0,fred johns crescent,glenview,elwood,2640,sa,19720127.0,9406321,joshua,capel,1.0,clive steele avenue,spq acmp,woonrara,4207,qld,19090522.0,4415928,0
joshua,avdic,8.0,archdall street,nioka,nunawading,3134,nsw,19200415.0,9571448,joshua,trenerry,104.0,tenison-woods circuit,camusfearna,edensor park,2177,tas,19900810.0,8678668,0
alex,clarke,12.0,fiveash street,emerald garden,homebush,2321,nsw,19840627.0,7280280,alex,fitzpatrick,28.0,vancouver street,c/-the studexnt village,coomalbidgup,2229,nsw,19240702.0,4146666,0
nan,white,28.0,young street,ripplevale,maydena,3102,nsw,19260930.0,2545305,nan,reid,11.0,nan,green lzgoon,camp hill,6026,vic,19671214.0,5483640,0
nan,teteris,76.0,kellermann close,bondo,brighton,3030,nsw,19381004.0,5797955,nan,lock,4.0,tauss place,argyle,woodcroft,2028,sa,19130105.0,6312603,0
madison,renfrey,7.0,mcdougall street,pine hill,bundaberg,6010,vic,19070611.0,5700724,madison,morrison,38.0,peacock place,melim a,campbelltown,3021,wa,19481214.0,1967265,0
jessica,regalado,nan,clive steele avenue,edge hill,devonport,6076,qld,19441202.0,2223697,jessica,lomman,28.0,wallis place,glengariffe,north sydney,3039,sa,19801217.0,6284781,0
nan,weller,39.0,nan,heathfield qld,keilor east,4304,nsw,19640411.0,3408564,nan,padas,7.0,edmondson atreet,goughs bay,modbury,2036,wa,19170811.0,3374275,0
luke,white,31.0,outtrim avenue,glenora farm,flinders bay,2227,sa,19151010.0,6925269,luke,wotton,36.0,gleesonnplace,nan,wesltake,3198,vci,19780117.0,6707270,0
thomas,leong,124.0,nan,tilburoo,wantirna,3064,qld,19670430.0,2292707,thomas,grooby,6.0,noel ryan g arden,emu ground,new lambton heights,2460,nsw,19640331.0,3528341,0
caitlin,dolan,55.0,lawrence wackett crescent,garden settlement,beaumaris,2193,wa,19571211.0,7745058,caitlin,whiter,10.0,yabsley place,belloan,altona meadows,2280,nsw,19020814.0,1317399,0
makayla,thoonen,119.0,tullaroop street,rosetta village,byford,3977,vic,19750818.0,1423820,makayla,matthews,42.0,cullen street,st francis orom,oakleigh,3233,nsw,19061006.0,7914045,0
joshua,ryan,14.0,wynn street,tathra,bilpin,2529,vic,19240510.0,2519978,joshua,gsohl,38.0,charteris crescent,locn 3719,sandy bay,4701,qld,19210912.0,4250931,0
lydia,mcglinn,42.0,federal highway,bessboro,noble park,4626,nsw,19840629.0,1700034,lydia,nan,48.0,davis street,wychwood,eaglemont,3138,nsw,19370701.0,8755417,0
nan,bazley,14.0,pennefather street,the willows,greensborough,4209,wa,19110509.0,7072734,nan,hilton,25.0,heard street,craiglyn,blue haven,2614,wa,19550612.0,1212359,0
lachlan,hage,34.0,ballumbir street,opal cove resort,newmarket,6061,nsw,19850523.0,3230581,lachlan,ryan,51.0,totterdell street,roseglen,dalhy,3168,qld,19480724.0,7284475,0
nan,green,13.0,spowers circuit,brookfield,labrador,5063,nsw,19421213.0,8321036,nan,gaskin,17.0,trenwithv close,merrydale,turner,4576,nsw,19021013.0,1066355,0
mitchell,hunting,14.0,catchpole street,windara,nan,3155,qld,19050619.0,7824179,mitchell,ramush,nan,hann street,nan,sunshine beach,3943,sa,19480321.0,7925486,0
nan,dojcic,15.0,barraclough crescent,brookvale,tolga,2025,qld,19990331.0,7180320,nan,reidz,46.0,dooring street,windalea,dandeno ng north,3582,nsw,19130312.0,1322845,0
bryce,dixon,178.0,graves place,mt forrest,kelmscott,5088,vic,19301007.0,4462693,bryce,white,134.0,macdonnell street,bindaree,nollamara,5127,vic,19090530.0,8089512,0
michael,scarce,92.0,perry drive,parklands village,long jetty,2620,act,19930925.0,6703972,michael,clarke,37.0,mcintyre street,sherwood,maryborough,3113,wa,19240223.0,1884618,0
nan,reid,147.0,marr street,walkers orchard,arthurs creek,7330,nsw,19240712.0,7585720,nan,papageorgiou,22.0,wisdom place,nan,smithfiel dplains,2350,nsw,19070623.0,4609754,0
imogen,pun,12.0,templestowe avenue,peak view,belconnen,4214,nsw,19400709.0,4490158,imogen,camp,42.0,haines street,roskhill,gretna,4213,nan,19681214.0,9359429,0
lachlan,nguyen,709.0,mcnicoll street,nan,exmouth,5453,vic,19381021.0,4899443,lachlan,clayeen,4.0,atkinsonstreet,parklands village,buninyong,2765,qld,19330705.0,7427334,0
matthew,bozzetti,79.0,bramina station,lakewood estate,vermont,6027,qld,19760609.0,1057227,matthew,ploughman,nan,goodhope,severne crescent,raby,2542,wa,19900710.0,4917759,0
isabella,longman,7.0,eucumbene drive,kooyong,lalor,5157,vic,19460810.0,4725516,isabella,flassman,28.0,mceacher ncrescent,st vincents hospital,rosbeud,2122,qld,19090623.0,1271090,0
nan,webb,nan,degraves crescent,marriott downs,maryborough,6151,nsw,19130715.0,5325666,nan,kammerman,1.0,alpen street,nan,burwood,6154,vic,19360722.0,6279535,0
jasmine,wardle,25.0,smiths road,westholme,prospect,5007,nsw,nan,7650116,jasmine,web,1.0,duffy street,nan,parkside,2105,vic,19440610.0,1750989,0
jackson,campbell,10.0,marungal avenue,nan,kunwarara,2445,qld,19420220.0,7928114,jackson,carbone,133.0,mileham street,nan,carraqnballac,3139,qld,nan,6993200,0
nan,beattie,56.0,howchin place,nan,mount isa,3912,vic,19980913.0,3509530,nan,campton,31.0,kennewellp lace,palms lodge,coolbellup,4711,nsw,nan,2809212,0
jade,clarke,63.0,fred williams crescent,plainview,kitchener,3127,nsw,19350407.0,4177466,jade,collinson,58.0,temperley street,dialbo,craigmore,6722,wa,19660421.0,7496155,0
jessica,hanna,7.0,jerrabomberra avenue,yaraan,smithfield,2821,nsw,19380407.0,9277788,jessica,paine,58.0,eddisonv place,pine hut,new farm,2022,vic,19661210.0,8315488,0
jack,stamoulos,9.0,mchugh street,nan,gilmore,2780,vic,19320215.0,2099471,jack,webb,87.0,hodgkinson ystreet,rabbit warren,st kildaeast,2216,nsw,19730327.0,4227791,0
joshua,webb,1.0,perry drive,shire clerk,greenwood,2583,wa,19411204.0,7883180,joshua,gsohl,38.0,charteris crescent,locn 3719,sandy bay,4701,qld,19210912.0,4250931,0
nan,motbey,43.0,badimara street,rowethorpe,rosebud,3345,nsw,19500328.0,3314402,nan,thredgold,3.0,antill s treet,monavale,charlestown,2389,nt,19390828.0,3707828,0
benjamin,bellon,11.0,croton street,omaru,artarmon,4405,nsw,19120805.0,3089666,benjamin,donnolley,29.0,downward place,ocean star villas,downer,7256,vic,19881009.0,7579389,0
lachlan,groenveld,733.0,herschell circuit,nan,graceville,3016,nsw,19770716.0,8547078,lachlan,nguyen,23.0,templestoew avenue,elmw ood,o'co nnor,5046,vic,19931013.0,8311385,0
nan,dixon,4.0,tytherleigh street,bulga wine estates,singleton heights,2097,nsw,19040831.0,8170333,nan,oreilly,nan,paul coe cerscent,wylrah,tuart hill,3219,vic,19500925.0,4201497,0
ella,chell,16.0,lawrence close,sec 301,harris park,4650,wa,19230110.0,9573051,ella,malzardc,4.0,namatjirabdrive,tolemac,armidale,4220,nsw,19381112.0,6513848,0
lachlan,reid,20.0,starke street,busbey's flat,caulfield,2611,vic,19600906.0,3614628,lachlan,geduld,2.0,karrugang circuit,jacqoona station,arundel,4306,vic,19520703.0,3086091,0
nan,prideaux,117.0,wilshire street,rosetta village,loch,4503,nt,19700320.0,4150192,nan,hyland,86.0,flanagan street,dodonae a wing,boyup brook,2032,qld,19840708.0,5354642,0
liam,doody,54.0,bastow circuit,maranui,cowra,4129,qld,19711125.0,3842987,liam,whiitn,33.0,hargrave street,buderim emadows,nan,7250,nsw,19141012.0,6654477,0
harry,rollins,22.0,antill street,valbella,mount isa,3142,wa,19240905.0,5927194,harry,bishop,5.0,darwinia terrace,craigsto nl1bg,glenmore aprk,4830,wa,19781114.0,7781607,0
emiily,rook,10.0,hambidge crescent,sec 26,north ryde,4825,vic,19880525.0,6262463,emiily,nguyen,1.0,noble close,hillbyrne,naradan,6151,nsw,19550413.0,5771309,0
nan,weller,39.0,nan,heathfield qld,keilor east,4304,nsw,19640411.0,3408564,nan,willmot,19.0,fairweather circuit,meebery,cabramatta,3285,vic,19450224.0,5540735,0
dylan,jedynak,nan,genoa street,ruthven street,glenhaven,4213,act,19201112.0,1200539,dylan,szmrja,6.0,ellerston avenue,nan,como,3824,vic,19610131.0,4996805,0
nan,vincent,47.0,kent street,blue hills,forest hill,4655,vic,19190304.0,5807175,nan,alias,24.0,elkington street,panganu,isle of capri,2145,sa,19650429.0,8261472,0
nan,stubbs,175.0,aspinall street,cruachan,albany creek,5162,vic,19380924.0,6966319,nan,herbret,2.0,coplan d rive,boolig al,gin gin,3971,nsw,19160928.0,6069675,0
nan,babic,1.0,totterdell street,cooingale,st albans,4060,sa,19450403.0,4779301,nan,webv,nan,degraves crescent,marriott downs,maryborough,6151,nsw,19130715.0,5325666,0
ruby,donaldson,42.0,nan,glenbrook orchard,appin,2035,tas,19141014.0,3742981,ruby,wraiht,20.0,luehmann street,mt pleo sant,tongala,2640,nsw,19090322.0,9034954,0
nan,vincent,47.0,kent street,blue hills,forest hill,4655,vic,19190304.0,5807175,nan,colquhoun,11.0,strong place,ocean star villas,modbruy,2213,qld,19621022.0,3058669,0
kirra,watkin,29.0,geelong street,krismark,nicholls,2088,nsw,19700924.0,1203301,kirra,large,20.0,jondol place,coolsdie,blaclheath,2034,qld,19620904.0,6564371,0
george,webb,16.0,beatham close,nelsons lake,lakemba,2064,nsw,19721211.0,6420147,george,lavender,851.0,earle place,kilmore,elizabetg park,4068,wa,19011207.0,3461164,0
sophie,elderton,1.0,theodore street,seabank,salisbury,6026,nsw,19320402.0,6259234,sophie,furze,590.0,goldsborough close,nan,carina heights,3171,qld,19110502.0,4765244,0
thomas,brock,117.0,temperley street,northwood park,port macquarie,4670,sa,19520624.0,9531535,thomas,rielly,47.0,norman fish er circuit,cressbr ook,valley view,4211,nsw,19720118.0,6802659,0
hannah,insley,4.0,wanganeen avenue,plumpton park,drysdale,3199,vic,19921024.0,3031015,hannah,sandman,32.0,mcinnes street,nan,lewiston,3134,sa,19690707.0,2339019,0
nan,berry,276.0,victoria street,coorabil,bayswater,3166,nsw,19250620.0,3866668,nan,white,28.0,young str eet,ripplevale,maydena,3102,nsw,19260930.0,2545305,0
samantha,glass,40.0,whistler place,foxlea,evans head,5480,wa,nan,3783154,samantha,howie,6.0,mauldon street,environa,palmview,4253,act,19840918.0,3489071,0
ruby,finlay,39.0,alabaster street,parklands village,aldinga beach,5076,qld,19780302.0,4984170,ruby,mcphie,12.0,hambidgecrescent,namarva station,ballarat,4868,nsw,19470101.0,3454863,0
blake,howie,1.0,cutlack street,belmont park belted galloway stud,budgewoi,6017,vic,19250301.0,5180548,blake,mcvicar,26.0,ellerston avenue,rosehill,bowral,3009,qld,19890504.0,1219082,0
daniel,pryer,9.0,callister crescent,iowanna,taree,4123,nsw,19380318.0,4294799,daniel,ryan,8.0,gordon hclose,blue srings,hamilton,6230,qld,19540105.0,3698795,0
jack,ryan,109.0,lampard circuit,bega flats,lennox head,6066,nsw,19690724.0,4124424,jack,waller,31.0,currie crescent,sumner hill,bayswster,3579,vic,19550324.0,8581279,0
sophie,wynne,25.0,leahy close,box range,beechboro,2340,wa,19940105.0,5948897,sophie,ballantyne,32.0,solomon crescent,vill a 3,whittington,3223,nsw,19111219.0,8261379,0
chloe,worm,6.0,brentnall place,donna valley,karloo,3128,nsw,19000814.0,9383057,chloe,rawlings,19.0,nan,mortlac h,bicton,7024,nan,19520707.0,4200847,0
jake,george,22.0,springvale drive,inverwood,belmont,3350,wa,19731020.0,3265845,jake,willmot,33.0,nan,nan,ringwood east,2538,vic,19171002.0,3406386,0
lily,hamon,59.0,clutsam place,villa 444 the village glen,ryde,4717,act,19490707.0,1603670,lily,aspinaxll,72.0,farrer street,business ecntre,westbrook,6151,vic,19000214.0,7074916,0
nan,ruolle-ivanov,11.0,fairweather circuit,nan,mount low,5290,vic,19661012.0,4600962,nan,clarke,13.0,hicks snreet,brentwodo vlge,broadmeadows,3094,vic,19340818.0,7285543,0
nan,tiller,12.0,colebatch place,brentwood vlge,jesmond,3163,vic,19800720.0,9020997,nan,bazley,14.0,pennefather street,the willotws,greensbrough,4209,wa,19110509.0,7072734,0
mattheo,crouch,5.0,crisp circuit,brentwood vlge,hurlstone park,2710,wa,19120531.0,4393719,mattheo,hazell,13.0,palmer street,jarlah,harbord,4116,qld,19240211.0,2546491,0
nan,dojcic,15.0,barraclough crescent,brookvale,tolga,2025,qld,19990331.0,7180320,nan,grubb,10.0,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211.0,6333533,0
isabella,mcfadden,133.0,bennelong crescent,cranbrook,port fairy,2833,qld,19440706.0,4644493,isabella,stephrnson,38.0,majura aenue,mafeking,emerzld,2212,qld,19840307.0,6292167,0
talia,dhara,81.0,kirkham place,lochenfels,bidwill,4160,wa,19700715.0,9048094,talia,lucadou wells,59.0,de little circuit,nan,forrestvield,4740,vic,19560221.0,2600068,0
jacob,siviour,12.0,dobbie place,brentwood vlge,gundagai,2839,qld,19160602.0,6846430,jacob,beatton,nan,maharattacircuit,specialist centre,robertson,2643,nsw,19860630.0,9285118,0
caleb,thorpe,4.0,river street,nan,granville,2641,nsw,19590118.0,7916934,caleb,nan,53.0,banksia street,rosevillea,rye,4740,act,19490425.0,8230410,0
noah,george,3.0,steinwedel street,glendale stud,gumdale,6020,vic,19270723.0,7682028,noah,herbert,13.0,beasley street,herber t creek,oak park,4280,sa,19431227.0,7049548,0
harrison,mcneill,1.0,geeves court,brannigans,highett,2319,qld,19280108.0,6287203,harrison,george,nan,woronoar street,south melbourne market,kangaroo flat,2450,nsw,19370115.0,3711821,0
emiily,clarke,5.0,john russell circuit,nan,canley heights,5032,wa,19760608.0,4952094,emiily,mees,29.0,campbell street,nan,elwood,3805,wa,19301201.0,4611758,0
jacob,white,11.0,wilga place,yarramine park,wallabadah,4061,nsw,19760515.0,6381291,jacob,beatton,nan,maharattacircuit,specialist centre,robertson,2643,nsw,19860630.0,9285118,0
nan,koteschel,3.0,mayne street,grey oaks,swan view,4305,vic,19430808.0,1393004,nan,berry,276.0,cooranil,victoria street,bayswater,3166,nsw,19250620.0,3866668,0
kyle,clarke,27.0,bradfield street,parklands village,lennox head,4061,nt,19150609.0,7434508,kyle,siviiur,21.0,bungonia street,eight mile,loftus,4868,qld,19821215.0,7416603,0
lachlan,stanley,28.0,cottam place,plainview,mount samson,7310,nsw,19740824.0,4200578,lachlan,balasubramaniam,26.0,mackinolty street,balmora lgarden,scarnorough,2388,nsw,19731007.0,1798069,0
chloe,worm,6.0,brentnall place,donna valley,karloo,3128,nsw,19000814.0,9383057,chloe,lamacka,32.0,harriot road,nan,bongaree,7310,nss,19350813.0,7704327,0
nan,clarke,14.0,nan,rowethorpe,newcastle,2220,vic,19670314.0,9542197,nan,grainger,31.0,nan,vinda oldge,winthrop,3629,vic,19251017.0,9094252,0
nan,lodge,634.0,companion crescent,argyle,ballina,2161,nsw,19020407.0,1555679,nan,shepherd,11.0,sprent sftreet,orange specialistbmedical centre,taree,812,nsw,19121023.0,6769513,0
joshua,clarke,4.0,ragless circuit,nan,sylvania,3136,vic,19110818.0,5574844,joshua,londrigan,15.0,mayo strevet,pacificzfhaven,wendouree,2505,sa,19450424.0,4184958,0
dylan,szmeja,6.0,ellerston avenue,rowethorpe,como,3824,vic,19610131.0,4996805,dylan,robson,60.0,grimshaw treet,wallendoo n station,slack screek,3199,sa,19741003.0,4302323,0
joshua,ho,23.0,warragamba avenue,mile beach caravan park,east maitland,3181,nsw,19320427.0,9710227,joshua,akot,8.0,edmunds place,villal18,dapto,6071,vic,nan,3188786,0
nan,kars,120.0,gurrang avenue,alnwick,rosslea,3241,vic,19880426.0,5932561,nan,miteff,10.0,goldenoaks village,tristania street,brookvale,3156,nsw,19550618.0,9393296,0
georgia,lionis,137.0,fitchett street,summer hill,hillville,5520,vic,19060910.0,7770207,georgia,ashe,38.0,onslow sreet,rsdb 284,prospdct,5453,nsw,nan,6899844,0
liam,hemmings,4425.0,mimosa close,kinloch court,lockleys,3850,nsw,19051023.0,3194253,liam,coenen,66.0,stretton c rescent,nan,patterson lakes,6060,qld,19690602.0,1128736,0
emiily,marous,42.0,short place,eventide homes,dolphin heads,3182,vic,19151031.0,9458847,emiily,mccarthy,10.0,mcintosh tsreet,kiloran,port fairy,6110,nsw,19330313.0,6901115,0
nan,clarke,6.0,barangaroo street,apt 8g,blacktown,2615,nsw,19240224.0,6718271,nan,dantiochia,nan,wiburd street,solander centre,como,4035,nsw,19221020.0,6629558,0
harrison,stirland-mitchell,176.0,badimara street,wirreanda vlge,port augusta,2196,qld,19040106.0,3551585,harrison,leung,36.0,catchpole street,nan,mountakn creek,3057,nsw,19640118.0,2584055,0
nicholas,de la cruz,1.0,pelsart street,rosetta village,vermont south,4017,vic,19180823.0,4669159,nicholas,colquhoun,241.0,chataway crescent,gibraltar,blandford,2166,qld,nan,2145262,0
madison,dent,14.0,mault place,rockwood,gordonvale,886,wa,19440208.0,1552323,madison,warneke,24.0,hopkins street,urara,ballazrt,2494,nsw,19861016.0,9508340,0
nan,stubbs,175.0,aspinall street,cruachan,albany creek,5162,vic,19380924.0,6966319,nan,clarke,nan,edkins street,conmurra,balcatta,2162,nsw,19360520.0,2120525,0
hannah,ranson,34.0,edge place,fernlea,laverton,2008,qld,nan,9730826,hannah,povey,81.0,hooke lpace,gleneriffe,sylvaria,3051,wa,19870509.0,4598128,0
joshua,dolan,16.0,gabriel place,greglea village,lobethal,5162,qld,19670425.0,4173804,joshua,pringlse,27.0,fred johns crescent,glenview,elwood,2640,sa,19720127.0,9406321,0
nan,nguyen,84.0,small place,jalbarragup homestead,glen eden,3073,qld,19181128.0,5132162,nan,lodge,18.0,haynesplace,glenfin estation,flagstaff hill,6060,vic,19651012.0,1604189,0
sarah,bradshaw,6.0,hallen close,red tank,mullaloo,2161,vic,19340509.0,9150146,sarah,roller,nan,wrixon sireet,weddinview,kedron,4306,qld,19190420.0,4429848,0
emiily,godfrey,5.0,federal highway,tannamurra,bundaberg,4065,qld,19281007.0,8378813,emiily,dods,110.0,solomoncrescent,crowden,bendemeer,2602,vic,19970213.0,6929273,0
bethany,van der klaauw,10.0,horne place,nan,granville,2350,vic,19880416.0,1515136,bethany,dixon,25.0,burraly court,denny donws,culburr a,2208,nsw,19850214.0,5650922,0
nan,lund,109.0,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902.0,7074690,nan,ryan,20.0,ashburton circuit,wilderness,cressy,2580,vic,19560126.0,3864187,0
nan,dunnicliff,97.0,banfield street,milton,nan,2116,vic,19130108.0,6220830,nan,herbret,2.0,coplan d rive,boolig al,gin gin,3971,nsw,19160928.0,6069675,0
nathan,paterson,47.0,allambee street,tamaview,barwon heads,2317,vic,19811021.0,9877542,nathan,dudley,2.0,chevalie r street,nan,wanitrna,3150,vic,19740724.0,6423373,0
jessica,mccarthy,131.0,eagle circuit,sherwood,findon,812,sa,19341117.0,5667929,jessica,dixon,161.0,fred johns crescent,nan,eaglehawk,3556,qld,19281113.0,6245244,0
lucas,portlock,2.0,mccaw place,greenwood,ascot vale,2680,nsw,19960325.0,7237519,lucas,portors,6.0,ballard place,mari ner views,noble park,4061,wa,19381227.0,6890246,0
thomas,tsonis,33.0,de little circuit,arndilly,rye,5024,sa,19130119.0,9807073,thomas,slack-smith,106.0,hawkenstreet,emmaus vlge,kirwxn,2566,vic,19900607.0,2094894,0
nan,nguyen,9.0,chaseling street,nan,burwood east,2122,qld,19400119.0,4833200,nan,clarke,117.0,hurley street,weemilah,tallebugdera,4021,vic,19010403.0,4822857,0
thomas,boileau,8.0,mirrabucca crescent,felbrigg,sheffield,4300,nsw,19111221.0,4100557,thomas,wykliej,512.0,brand street,ferndale,rossmoyne,5043,vic,19040823.0,9017484,0
gabrielle,richmond,2.0,ebenezer street,peak view,oakleigh,4352,sa,19941228.0,5532143,gabrielle,mailp,77.0,rich atreet,boonoo soonoo,rokeby,5271,sa,19561107.0,9010254,0
joshua,arribas,30.0,nicholas street,dangaroo park,narellan,4068,nt,19800502.0,7705455,joshua,white,60.0,gabriel place,the maedows,liyldale,2044,vic,19230819.0,5884108,0
chelsea,baillie,93.0,keane place,villa 36 sovereign garden,st ives,3875,vic,19040318.0,3338604,chelsea,miles,23.0,illawarra court,rosehill,greensborough,2204,qld,19950926.0,1751900,0
isabella,orme,125.0,officer crescent,nan,sandgate,2190,nsw,19471012.0,5078419,isabella,lail,20.0,glover serteet,nan,nicholls,2251,qld,19770924.0,8701819,0
nan,priest,41.0,marsden street,nioka,broken hill,2340,nsw,19060617.0,7169908,nan,vincent,47.0,kentstreet,nan,forest hlil,4655,vic,19190304.0,5807175,0
flynn,fitzpatrick,19.0,burns circuit,the willows,tuggerah,3033,vic,19550713.0,1010947,flynn,zilkm,6.0,beaurepaire crescent,nan,duncraig,3068,vic,19500619.0,6378859,0
georgia,demetriou,17.0,canberra avenue,glen brae,ballina,3871,nsw,19200828.0,1391870,georgia,rau,12.0,wolff crscent,nan,greenale,3806,qld,19451104.0,7297422,0
emiily,paterson,9.0,wiburd street,parraweena,colac,2021,qld,19881213.0,6732942,emiily,coleman,5.0,burdett crescent,withern house,wanguru,3757,vic,19030123.0,3292797,0
benjamin,fullwood,4.0,pulleine crescent,pangani,labrador,2261,wa,19840715.0,6999348,benjamin,berryman,43.0,thornhill rescent,country tclub,magill,2072,qld,19360111.0,7934124,0
lauren,nguyen,253.0,myers place,canberra hse,coomba,5034,nsw,19110707.0,2534716,lauren,ferri,121.0,hedgerstreet,nan,banypo,3150,wa,19440118.0,9553756,0
emiily,maida,27.0,beaney street,blue gum park,padstow,3340,qld,19790818.0,7320684,emiily,white,26.0,marrstreet,nan,lower templestowe,3161,vci,19290127.0,4621716,0
nan,clarke,14.0,nan,rowethorpe,newcastle,2220,vic,19670314.0,9542197,nan,priest,41.0,fink crescent,nioka,broken hill,2340,nsw,19060617.0,7169908,0
noah,berry,8.0,alice jackson crescent,rosehill,hawthorn,5251,sa,19240908.0,1446426,noah,staude,25.0,mac george place,locnl8200,stratford,6011,wa,19760505.0,9182953,0
nan,faehse,65.0,henry melville crescent,goonahra,wanniassa,2173,vic,19490602.0,9923153,nan,lombardi,6.0,quandong street,warialda,granivlle,5410,qld,19080313.0,1317582,0
lachlan,haussen,11.0,moonta place,milmilland,burwood east,2166,nsw,19180722.0,3285099,lachlan,webb,19.0,national circuit,nan,lockyer,7250,qld,19370423.0,4001224,0
nathan,bishop,2.0,osburn drive,noosa village shopping centre,woodhill,2530,vic,19961008.0,6472175,nathan,clarke,12.0,forbes street,rainbow park rp 8965,flinde rs park,2117,qld,19500725.0,5135466,0
madeline,liteplo,28.0,mckay garden,kangaroo grnd,creswick,2871,nsw,19640410.0,9983895,madeline,volpato,7.0,elliott street,lakeview park,glenhzaven,6442,vic,19341126.0,1203476,0
liam,webb,559.0,george street,garden settlement,newmarket,4505,qld,19950329.0,4718403,liam,nan,28.0,sculpto street,villa 2,upwey,2077,nsw,19370824.0,9117501,0
connor,godfrey,50.0,centaurus street,locn 5940,o'sullivan beach,2216,qld,19010823.0,7376725,connor,camp,29.0,egerton close,gwandalan,riverhilts,2170,vic,19190905.0,5237893,0
nicholas,hoyland,45.0,shirlow place,jewells medical centre,wantirna,5049,vic,19200610.0,4052512,nicholas,desantis,114.0,badcoe street,unioncolalge,elermo re vale,3420,nsw,19970305.0,4864589,0
nan,clarke,15.0,biddell place,laurieton hvn ret,collie,4120,vic,19430622.0,7449892,nan,tiller,12.0,colebatchplace,brentwood vlge,jesmond,3163,vic,19280518.0,3425576,0
michael,hyland,19.0,aronson crescent,evergreen,cooranbong,4741,qld,19101219.0,8061638,michael,acciairresa,18.0,eyre street,autum l odge,preston,4218,vic,19580720.0,5106898,0
emiily,crossman,16.0,nan,tulloch,colac,4305,nsw,19641029.0,4013967,emiily,coleman,5.0,burdett crescent,withern house,wanguru,3757,vic,19030123.0,3292797,0
joshua,arbalis,60.0,gabriel place,the meadows,lilydale,2045,vic,19230819.0,5884108,joshua,campbell,nan,jonsson court,nan,bayswater,6353,nsw,19261206.0,6149683,0
nan,camp,58.0,dowling street,executive arcade,farrer,2519,qld,19460723.0,5604647,nan,blackwell,127.0,ferrier place,northwood npark,chelsea heights,4211,qld,19570409.0,8541055,0
blake,steed,17.0,chirnside circuit,rosetta village,balwyn north,2731,qld,19880408.0,3748565,blake,nan,26.0,ranken olace,goodrick park,elwood,4740,nsw,19760330.0,8133663,0
jack,wastell,91.0,bromell circuit,mount beauty,springwood,3184,nsw,19030130.0,1134532,jack,white,35.0,fiveasha street,meadowvale illage,noble prk,2759,qld,19900716.0,7111367,0
michael,morden,67.0,nan,marjories corner,frankston,4123,qld,19091122.0,2399236,michael,rawlings,1554.0,millen sy ryeet,thehomestead,coolbellup,2750,sa,nan,6689349,0
emiily,finlay,61.0,coranderrk street,john flynn medical centre,ulverstone,3043,vic,19070731.0,9964204,emiily,white,1.0,marou place,nan,marsden,3412,vic,19510901.0,6646759,0
kirra,campbell,29.0,groom street,rockleigh cottage,north ryde,3206,nsw,19951128.0,9444838,kirra,browne,26.0,shoalhaven avenue,loormeah park,surry hills,3042,tas,19403407.0,8221881,0
thomas,crofton,21.0,battersby circuit,phillip lodge,old reynella,4810,nsw,19120925.0,6433953,thomas,huntinbg,880.0,shannob circuit,aboriginal nhluunbuy hostel,port macquarie,2904,vic,nan,7068400,0
emiily,choi-lundberg,10.0,moseley place,kokoda hostel,warriewood,2099,vic,19081215.0,8598033,emiily,nguyen,1.0,noble close,hillbyrne,naradan,6151,nsw,19550413.0,5771309,0
nan,mccarthy,24.0,oliver street,brentwood village,cherrybrook,2880,vic,19350103.0,5462917,nan,toms,31.0,weston street,blue hills,kelmscott,3304,qld,19930802.0,6211133,0
jack,wastell,91.0,bromell circuit,mount beauty,springwood,3184,nsw,19030130.0,1134532,jack,dancey,174.0,wells g arden,nan,taree,2216,vic,19311206.0,1490674,0
lachlan,swoboda,14.0,sue geh circuit,shadoof lodge,katherine,4740,nsw,19931215.0,1635174,lachlan,mcgremgor,29.0,dexter street,champsa ur,acacia ridge,2430,nsw,19140121.0,2910651,0
hannah,ranson,34.0,edge place,fernlea,laverton,2008,qld,nan,9730826,hannah,bansemer,3.0,owen cre scent,glynstan,lemnos,3065,nsw,19380604.0,8798025,0
nan,priest,41.0,marsden street,nioka,broken hill,2340,nsw,19060617.0,7169908,nan,lodge,634.0,companion c rescent,nan,ballina,2116,nsw,19020407.0,1555679,0
nan,webb,nan,degraves crescent,marriott downs,maryborough,6151,nsw,19130715.0,5325666,nan,leslie,952.0,carpenter close,nan,cantebrry,2340,vic,19950608.0,2438058,0
nan,mcgirr,1170.0,graham street,hopefield,yangebup,3414,vic,19060702.0,7139205,nan,rei,147.0,marr sreet,walkers orchard,arthurs creek,7330,nsw,19240712.0,7585720,0
chloe,camp,25.0,euroka street,llantwit house,ardrossan,6149,nsw,19351005.0,4550681,chloe,pamflia,10.0,balaun place,hornsbie,taree,5037,nsw,19210412.0,6788630,0
nan,webb,nan,mclachlan street,anukana,eastwood,2112,vic,19170509.0,8331654,nan,clarke,14.0,nan,rowethorpe,newcastle,2202,vic,19670314.0,9542197,0
jordan,noble,4.0,kosciusko avenue,st francis vlge,surry hills,2170,wa,19270820.0,7231665,jordan,rosla,99.0,dobson street,ben nevis estate,berwick,2145,qld,19180519.0,4793062,0
